EMG1  EMG2  EMG3  EMG4  EMG5  EMG6  EMG7  EMG8   ActualForce  EstimatedForce
 -40   -12   -15   -8    -5    -8    -19   -7   -29.40  -22.040901
 -1    -9    0     0     0     0     -3    -2   -29.57  -22.064598
 9     5     -6    -4    -3    -1    -1    4    -29.68  -22.140110
 9     5     -6    -4    -3    -1    -1    4    -29.59  -22.243282
 -8    -4    -6    -1    0     0     1     2    -29.50  -22.351500
 -3    17    8     -3    -2    1     -1    17   -29.58  -22.445980
 -21   15    -4    -3    -2    -3    5     1    -29.58  -22.512098
 49    -8    2     5     6     6     8     6    -29.56  -22.553688
 -12   -3    -8    -4    -2    -2    -4    -34  -29.48  -22.594416
 -12   -3    -8    -4    -2    -2    -4    -34  -29.60  -22.651335
 -48   -8    -12   -3    -4    -3    -7    -6   -29.76  -22.726637
 1     -13   0     -1    -5    -7    2     22   -29.84  -22.827971
 1     -13   0     -1    -5    -7    2     22   -30.02  -22.951839
 43    -24   0     1     0     0     6     8    -29.91  -23.079618
 -7    10    8     1     -2    -2    7     -7   -29.84  -23.207552
 26    14    -1    -3    -4    -5    9     5    -29.86  -23.342159
 26    14    -1    -3    -4    -5    9     5    -30.02  -23.486814
 -30   53    -8    -2    0     -6    -36   -31  -30.20  -23.648392
 -30   53    -8    -2    0     -6    -36   -31  -30.31  -23.840034
 23    13    7     -2    -3    -2    8     3    -30.45  -24.074028
 23    13    7     -2    -3    -2    8     3    -30.51  -24.355701
 0     9     3     0     -2    2     4     26   -30.69  -24.676678
 -14   -74   -11   -2    -1    -3    3     -8   -30.92  -25.013998
 -14   -74   -11   -2    -1    -3    3     -8   -31.08  -25.343204
 -35   29    -8    -2    0     -2    10    -30  -31.14  -25.654734
 17    15    0     -4    -5    -2    1     5    -31.25  -25.954538
 40    31    -4    8     9     7     -21   2    -31.68  -26.252102
 -3    -38   -4    -3    -4    2     -3    17   -31.83  -26.551506
 10    -5    4     4     4     6     12    -3   -32.03  -26.841717
 10    -5    4     4     4     6     12    -3   -32.45  -27.098986
 55    57    -5    0     0     0     10    -3   -32.54  -27.314201
 -35   -23   -4    -3    -1    -5    -24   2    -32.85  -27.509947
 -35   -23   -4    -3    -1    -5    -24   2    -33.13  -27.722961
 -20   4     3     2     0     2     3     2    -33.37  -27.976978
 -1    15    4     1     -1    -2    -4    5    -33.52  -28.270948
 37    -30   5     3     3     2     2     -2   -33.49  -28.587729
 -19   -20   -7    -6    -8    -16   -58   -22  -33.39  -28.915049
 13    12    1     -3    -2    3     13    19   -33.32  -29.246109
 13    12    1     -3    -2    3     13    19   -33.78  -29.566486
 71    -20   19    9     8     8     26    45   -33.89  -29.868877
 -39   -4    -12   -8    -4    -2    -8    -17  -33.94  -30.178244
 -1    -28   -19   -6    -5    -8    -14   -4   -34.09  -30.521746
 -58   -6    -1    -2    -3    -2    6     -23  -34.33  -30.897846
 -58   -6    -1    -2    -3    -2    6     -23  -34.49  -31.311857
 3     -2    -9    -8    -7    -4    11    19   -34.69  -31.783331
 -22   -11   0     -4    -5    -4    -15   15   -34.66  -32.305759
 -56   25    -27   -13   -10   -10   -10   -44  -34.82  -32.854153
 21    57    12    1     -3    2     24    15   -35.09  -33.419640
 -32   -8    -8    3     4     0     -5    -22  -35.22  -34.001156
 -15   -35   15    10    5     5     6     16   -35.29  -34.585114
 46    21    -3    -9    -13   -15   -18   -15  -35.51  -35.156273
 -26   -27   1     6     8     4     10    7    -35.73  -35.704643
 -26   -27   1     6     8     4     10    7    -35.77  -36.222939
 -14   40    -2    -3    -1    0     -20   -21  -35.75  -36.696377
 12    1     -2    3     4     4     0     21   -35.88  -37.107769
 -12   -52   -13   -6    -3    0     -3    -25  -35.97  -37.438984
 27    16    7     3     3     4     5     30   -36.05  -37.679935
 0     -12   -2    3     5     5     15    13   -36.22  -37.826794
 -41   -35   -8    -1    -1    -5    -1    11   -36.24  -37.879940
 40    79    19    -2    -4    -4    3     34   -36.15  -37.853092
 -9    -18   -10   0     1     2     7     -5   -36.21  -37.770622
 -9    -18   -10   0     1     2     7     -5   -36.25  -37.645039
 -10   -66   -8    -1    -2    -2    -5    -29  -36.37  -37.469601
 13    8     -5    -5    -3    0     12    -15  -36.36  -37.235970
 -4    47    5     1     3     0     1     16   -36.38  -36.937450
 -10   -49   -8    -4    -7    -4    -6    -9   -36.31  -36.565292
 1     12    3     -4    -5    0     26    3    -36.38  -36.107708
 -10   -47   -8    -6    -7    -3    0     -7   -36.22  -35.552769
 -11   -22   -2    2     3     -1    -15   -22  -36.05  -34.891701
 -12   -17   -2    -2    0     2     10    -12  -36.36  -34.126072
 -12   -17   -2    -2    0     2     10    -12  -36.31  -33.264992
 4     -4    -5    -1    -2    -3    -8    7    -36.27  -32.320873
 19    -6    2     4     2     2     -4    -6   -36.39  -31.304966
 -6    -22   -2    -2    -2    3     14    6    -36.31  -30.229357
 -20   -32   3     0     -1    -1    12    0    -36.31  -29.108099
 -20   -32   3     0     -1    -1    12    0    -36.27  -27.959602
 6     11    -7    -3    1     2     -12   -11  -36.24  -26.805162
 -3    3     -12   -6    -7    -10   -11   -7   -36.34  -25.656620
 -3    3     -12   -6    -7    -10   -11   -7   -36.24  -24.510443
 21    -1    -2    -1    1     -4    15    -8   -36.17  -23.361900
 -19   -23   0     2     0     0     -14   -10  -36.10  -22.220024
 -6    61    2     1     3     4     -6    -11  -36.12  -21.104757
 19    -3    11    1     0     2     16    14   -36.06  -20.032549
 -3    20    13    0     0     -1    -3    3    -36.05  -19.013380
 -3    20    13    0     0     -1    -3    3    -36.18  -18.050266
 4     2     -5    -1    -2    -1    0     0    -36.09  -17.138643
 -44   -31   1     2     1     -3    -3    -21  -36.17  -16.280083
 1     40    8     2     1     5     33    39   -36.16  -15.493659
 -3    35    6     0     4     7     1     0    -35.99  -14.791817
 -3    35    6     0     4     7     1     0    -35.89  -14.163429
 11    27    3     0     -1    0     -9    9    -36.15  -13.591091
 -8    -4    -13   -6    -7    -4    2     -30  -36.08  -13.064638
 31    6     5     3     1     3     -7    8    -35.86  -12.583855
 31    6     5     3     1     3     -7    8    -35.75  -12.165217
 11    16    11    3     2     3     2     -17  -35.61  -11.831661
 11    16    11    3     2     3     2     -17  -35.52  -11.594057
 -3    13    -15   -6    -10   -15   -19   1    -35.47  -11.442287
 -7    -14   -4    -1    4     5     17    -6   -35.42  -11.354466
 -7    -14   -4    -1    4     5     17    -6   -35.42  -11.308203
 -5    -44   2     1     1     0     -23   14   -35.58  -11.284691
 -23   -24   -24   -6    -3    -1    15    -4   -35.60  -11.275582
 -50   -19   -9    -7    -10   -8    -7    -38  -35.62  -11.290488
 45    -14   14    3     0     0     0     31   -35.24  -11.364967
 -44   -79   -7    -3    -1    -4    -4    -29  -35.21  -11.545908
 -44   -79   -7    -3    -1    -4    -4    -29  -35.10  -11.872042
 10    18    -9    1     0     0     4     5    -35.23  -12.366175
 20    9     9     5     4     2     -10   -21  -35.33  -13.021215
 18    -21   -1    -7    -7    -7    8     16   -35.25  -13.808863
