fx fy fz tx ty tz 
-2.376928 -3.562499 39.348501 -1.148793 -0.908555 -0.176691
-2.993448 -3.560665 38.876405 -1.159817 -1.018422 -0.185685
-2.641867 -4.495753 39.945998 -1.002490 -0.913672 -0.158807
-2.428252 -4.916067 40.247077 -0.935677 -0.872025 -0.145331
-2.967860 -4.272282 39.291994 -1.036659 -1.025661 -0.165649
-2.210861 -3.642177 38.493471 -1.113502 -0.964229 -0.155470
-2.166900 -4.068929 38.926319 -1.017168 -0.967561 -0.137396
-1.925512 -4.546408 39.594861 -0.919504 -0.955566 -0.127085
-1.875042 -4.343670 39.389942 -0.939607 -1.019783 -0.141362
-2.169425 -3.530260 38.438915 -1.034134 -1.063658 -0.141796
-1.370174 -3.363075 38.350262 -1.015730 -0.957842 -0.133216
-1.815942 -3.535104 38.763709 -0.950567 -1.070482 -0.144281
-0.916582 -3.119833 38.205835 -0.986867 -0.985475 -0.127404
-0.989105 -2.888161 37.841768 -1.030444 -1.039559 -0.139357
-1.552705 -2.760611 37.570448 -1.065588 -1.196104 -0.160763
-1.732244 -2.950798 37.830135 -1.021826 -1.240666 -0.158553
-0.914301 -3.187446 38.184609 -0.947034 -1.110428 -0.138153
-1.521537 -2.550478 37.843440 -1.007413 -1.275552 -0.166464
-1.663910 -2.188415 37.603903 -1.021277 -1.314997 -0.173883
-0.374851 -2.123357 37.756003 -0.986819 -1.072451 -0.137735
-1.334795 -2.069209 38.041818 -0.990859 -1.293760 -0.174593
-1.304507 -2.030810 38.130827 -0.987320 -1.303147 -0.170726
-0.232920 -1.948310 38.167789 -0.980713 -1.121745 -0.137748
-0.366629 -1.409728 38.075815 -1.048673 -1.239644 -0.162364
-0.994829 -1.558969 38.595386 -1.005804 -1.388889 -0.178877
-0.170485 -1.808338 39.169324 -0.936542 -1.185906 -0.142742
-0.703911 -1.421021 39.134889 -0.997157 -1.310562 -0.175214
-0.547582 -0.928485 38.752599 -1.063446 -1.272546 -0.171928
-0.707416 -1.185479 39.094107 -1.014909 -1.280026 -0.168276
-0.654467 -1.441551 39.929289 -0.963948 -1.273017 -0.163603
-0.845167 -1.509914 40.012523 -0.954843 -1.311663 -0.166091
-0.224774 -1.368196 39.908456 -0.979960 -1.219876 -0.158207
-0.910394 -1.450789 40.183107 -0.974618 -1.317942 -0.170121
-0.953077 -1.715714 40.616794 -0.934693 -1.267603 -0.159578
-0.514785 -1.960281 41.059013 -0.913077 -1.165972 -0.152497
-0.757703 -1.895057 41.145403 -0.949586 -1.173203 -0.151189
-1.077094 -1.885108 41.231704 -0.987157 -1.258383 -0.169982
-1.027815 -2.039226 41.431790 -0.960193 -1.213010 -0.155040
-1.177059 -2.148454 41.809235 -0.913072 -1.223467 -0.156471
-0.997939 -2.146224 41.990579 -0.876677 -1.175343 -0.152393
-1.239291 -2.005617 41.838005 -0.885720 -1.187909 -0.156400
-1.265015 -1.912721 41.451895 -0.909222 -1.174126 -0.162794
-1.577384 -2.233536 41.621053 -0.870998 -1.159139 -0.158498
-1.637754 -2.591524 41.710553 -0.826835 -1.123550 -0.152796
-1.798094 -2.667808 41.574665 -0.821008 -1.143520 -0.159212
-1.697511 -2.568309 41.222771 -0.828395 -1.109250 -0.151280
-1.572328 -2.652975 41.087309 -0.812535 -1.103259 -0.152928
-1.584363 -2.695111 40.935769 -0.802510 -1.098652 -0.149474
-1.533876 -2.718666 40.858198 -0.803900 -1.081363 -0.147317
-1.815566 -2.791923 40.634520 -0.808521 -1.117140 -0.152710
-1.820973 -2.767838 40.524882 -0.815416 -1.107733 -0.151043
-1.814818 -2.756218 40.488179 -0.812698 -1.104834 -0.149373
-1.613480 -2.715624 40.432865 -0.817256 -1.087813 -0.148129
-1.682469 -2.701182 40.488137 -0.816269 -1.122009 -0.151880
-1.541432 -2.704880 40.497932 -0.812276 -1.108040 -0.146953
-1.597962 -2.738609 40.514404 -0.808500 -1.139298 -0.150373
-1.655522 -2.793869 40.658489 -0.796066 -1.165186 -0.149784
-1.438830 -2.773945 40.759722 -0.788832 -1.147434 -0.143727
-1.291363 -2.618464 40.758134 -0.799270 -1.139985 -0.140930
-1.225824 -2.471258 40.761679 -0.813446 -1.147046 -0.143053
-1.306205 -2.450833 40.912115 -0.823854 -1.154395 -0.142713
-1.342832 -2.499203 41.091583 -0.844789 -1.156328 -0.144772
-1.447210 -2.523190 41.180701 -0.870882 -1.172380 -0.149138
-1.415237 -2.588683 41.293097 -0.878473 -1.168416 -0.149613
-1.391529 -2.583553 41.365276 -0.882414 -1.164657 -0.150700
-1.401327 -2.566693 41.290036 -0.886185 -1.160226 -0.152424
-1.543049 -2.447995 41.055974 -0.903087 -1.168155 -0.157022
-1.607121 -2.496204 40.914696 -0.899005 -1.154041 -0.158169
-1.658710 -2.501276 40.612625 -0.906857 -1.142482 -0.160243
-1.732812 -2.237305 39.742505 -0.953339 -1.144081 -0.167633
-1.645570 -2.090686 39.271228 -0.959930 -1.120364 -0.167138
-1.539309 -2.013894 38.700925 -0.924460 -1.086855 -0.165793
-1.553532 -1.939087 38.009280 -0.884386 -1.075750 -0.164191
-1.720249 -1.773248 36.751440 -0.883282 -1.099241 -0.168294
-1.546127 -1.694037 35.370295 -0.861503 -1.039194 -0.157235
-1.466667 -1.758334 33.964627 -0.818479 -0.999375 -0.151873
-1.406472 -1.791790 32.625723 -0.792883 -0.995023 -0.153984
-1.440890 -1.641787 31.338390 -0.800539 -1.010145 -0.159345
-1.337269 -1.449613 29.868536 -0.793431 -0.975931 -0.158531
-1.284697 -1.384704 28.926803 -0.767176 -0.955173 -0.163412
-1.492135 -1.332692 27.823465 -0.742492 -0.972045 -0.173532
-1.403494 -1.149327 26.568507 -0.733528 -0.920314 -0.177041
-1.395607 -1.101026 25.402052 -0.699048 -0.863367 -0.180607
-1.566563 -1.108742 24.281405 -0.658091 -0.873425 -0.194419
-1.581685 -0.859276 22.487205 -0.631007 -0.858944 -0.198396
-1.494761 -0.395695 20.263322 -0.631919 -0.833083 -0.194180
-1.280646 -0.900609 19.108931 -0.486179 -0.749558 -0.166914
-1.258694 -0.758274 16.156838 -0.486332 -0.810383 -0.179650
-0.893359 -0.247479 13.588292 -0.508798 -0.734111 -0.158102
-0.872895 -0.743898 10.800838 -0.414197 -0.802174 -0.167329
-0.980363 -0.802955 9.221173 -0.341568 -0.811228 -0.149731
-0.768698 -0.519275 5.726414 -0.356694 -0.854836 -0.155205
-0.569634 -0.197734 3.648710 -0.318014 -0.851390 -0.147239
-1.142223 -0.076921 1.594014 -0.269270 -0.928205 -0.150793
-0.907649 0.617764 -1.060827 -0.299543 -0.952628 -0.173559
-1.229487 0.319842 -0.621933 -0.123269 -0.897637 -0.154741
-1.518843 0.323171 -1.233850 -0.047169 -0.984618 -0.178826
-1.485129 0.118465 -0.664125 0.038311 -0.993341 -0.190016
-1.679443 0.145243 -0.960649 0.045957 -1.065039 -0.218487
-1.578594 -0.253599 -0.905779 0.094968 -1.067181 -0.222613
-2.027625 -0.561665 -0.361384 0.113951 -1.205538 -0.252035
