EMG1  EMG2  EMG3  EMG4  EMG5  EMG6  EMG7  EMG8  ForceX ForceY ForceZ tauX tawY tayZ Angle_deg TimeStep_ms
 0     1     0     -3    0     -2    1     1    -4.167 -1.575 -15.071 0.813 -0.018 0.465 0
 -1    -2    0     -1    0     0     0     0    -4.174 -1.573 -15.075 0.812 -0.018 0.466 0
 -1    -2    0     -1    0     0     0     0    -4.176 -1.570 -15.075 0.812 -0.018 0.466 0
 -1    0     0     -1    -1    -1    -1    0    -4.177 -1.578 -15.080 0.811 -0.018 0.466 0
 -1    0     0     -1    -1    -1    -1    0    -4.177 -1.580 -15.070 0.812 -0.018 0.466 0
 -1    0     0     -1    -1    -1    -1    0    -4.184 -1.589 -15.063 0.813 -0.018 0.468 0
 -1    0     0     -1    -1    -1    -1    0    -4.183 -1.596 -15.062 0.813 -0.018 0.467 0
 -2    -1    -1    -2    0     0     -2    -1   -4.191 -1.596 -15.059 0.813 -0.018 0.468 0
 -2    -1    -1    -2    0     0     -2    -1   -4.192 -1.596 -15.054 0.813 -0.018 0.468 0
 -2    -1    -1    -2    0     0     -2    -1   -4.193 -1.597 -15.047 0.814 -0.017 0.468 0
 -2    -1    -1    -2    0     0     -2    -1   -4.192 -1.597 -15.040 0.814 -0.017 0.467 0
 -2    -1    -1    -2    0     0     -2    -1   -4.197 -1.600 -15.034 0.814 -0.017 0.468 0
 -2    -1    -1    0     -1    -2    -1    -1   -4.193 -1.604 -15.027 0.815 -0.017 0.467 0
 -2    -1    -1    0     -1    -2    -1    -1   -4.189 -1.606 -15.018 0.816 -0.016 0.466 0
 -2    -1    -1    0     -1    -2    -1    -1   -4.191 -1.603 -15.008 0.817 -0.016 0.466 0
 -2    -1    -1    0     -1    -2    -1    -1   -4.181 -1.602 -14.999 0.818 -0.015 0.465 0
 -1    -2    -1    -1    -1    -1    -2    0    -4.177 -1.604 -14.998 0.818 -0.015 0.464 0
 -1    -2    -1    -1    -1    -1    -2    0    -4.176 -1.609 -15.000 0.817 -0.016 0.465 0
 6     0     -2    -1    -1    0     -1    0    -4.170 -1.606 -15.004 0.817 -0.016 0.464 0
 6     0     -2    -1    -1    0     -1    0    -4.169 -1.598 -15.008 0.816 -0.016 0.464 0
 6     0     -2    -1    -1    0     -1    0    -4.168 -1.589 -15.012 0.816 -0.016 0.464 0
 6     0     -2    -1    -1    0     -1    0    -4.172 -1.584 -15.018 0.816 -0.016 0.465 0
 -4    -2    -1    -1    -2    1     -3    -1   -4.165 -1.588 -15.029 0.814 -0.016 0.464 0
 -4    -2    -1    -1    -2    1     -3    -1   -4.168 -1.595 -15.036 0.813 -0.017 0.465 0
 -4    -2    -1    -1    -2    1     -3    -1   -4.168 -1.595 -15.040 0.813 -0.017 0.465 0
 -4    -2    -1    -1    -2    1     -3    -1   -4.170 -1.592 -15.041 0.813 -0.017 0.465 0
 -4    -2    -1    -1    -2    1     -3    -1   -4.171 -1.585 -15.043 0.813 -0.017 0.465 0
