fx fy fz tx ty tz 
-1.435236 0.558524 2.060659 -0.438035 -1.030296 -0.149045
-1.401129 0.541193 2.081223 -0.430759 -1.030761 -0.150126
-1.377729 0.516781 2.165087 -0.426147 -1.030629 -0.153364
-1.386084 0.489876 2.215077 -0.427965 -1.037823 -0.159477
-1.388014 0.606802 2.101898 -0.459807 -1.045282 -0.168061
-1.421964 0.789723 1.973693 -0.493444 -1.055374 -0.173848
-1.409304 0.890520 1.788502 -0.517240 -1.051182 -0.173877
-1.392629 0.617567 2.143681 -0.478559 -1.035452 -0.167673
-1.415948 0.560568 2.273485 -0.474591 -1.040461 -0.168513
-1.407530 0.648433 2.361489 -0.486792 -1.038443 -0.172430
-1.381706 0.610767 2.310239 -0.480196 -1.046582 -0.181930
-1.431796 0.704174 2.156914 -0.497208 -1.068243 -0.197133
-1.436858 0.894163 1.923632 -0.520049 -1.071044 -0.206088
-1.391622 0.722786 2.161122 -0.491608 -1.048814 -0.204264
-1.441015 0.610933 2.782289 -0.463982 -1.033199 -0.199600
-1.455033 0.448814 2.582487 -0.453366 -1.055630 -0.209041
-1.357820 1.283370 1.562950 -0.589301 -1.061507 -0.219651
-1.267803 1.526745 1.796356 -0.615590 -1.031964 -0.217024
-1.323769 0.738401 2.626456 -0.507495 -1.010442 -0.207984
-1.352361 0.334418 2.523518 -0.463368 -1.039476 -0.220629
-1.453370 1.102766 1.895034 -0.574463 -1.066848 -0.232739
-1.356133 1.246287 1.932520 -0.585036 -1.037121 -0.227015
-1.352245 0.539190 2.498995 -0.486080 -1.031343 -0.220074
-1.413979 0.596323 2.323228 -0.499811 -1.053982 -0.225841
-1.285059 0.664992 2.434303 -0.509891 -1.026921 -0.223104
-1.250958 0.782990 2.343209 -0.533200 -1.038320 -0.231755
-1.318867 1.442794 1.499468 -0.643195 -1.070648 -0.245075
-1.261838 0.882168 2.474770 -0.552235 -1.006534 -0.227269
-1.276769 0.608385 2.464202 -0.514901 -1.028172 -0.233431
-1.421735 1.154175 2.336839 -0.588946 -1.059158 -0.242041
-1.260948 0.974330 2.698376 -0.568897 -1.025164 -0.234383
-1.165575 0.999606 2.322936 -0.609796 -1.044467 -0.240056
-1.181314 0.586729 4.261654 -0.552159 -1.021893 -0.229681
-1.196457 0.030139 5.025452 -0.526146 -1.058505 -0.241049
-1.285590 0.742076 5.522417 -0.654904 -1.077631 -0.249854
-1.232863 0.608262 6.616456 -0.652615 -1.054881 -0.242003
-1.196640 0.141048 7.447986 -0.624771 -1.089549 -0.247121
-1.182543 0.416401 8.042862 -0.691964 -1.130239 -0.252487
-1.078582 0.289874 9.130319 -0.713686 -1.126132 -0.235043
-0.737340 -0.298612 9.983174 -0.679458 -1.101776 -0.220438
-0.596563 -1.045502 10.541390 -0.626062 -1.111725 -0.216466
-0.977140 -0.973301 10.131051 -0.675268 -1.159171 -0.218678
-0.886558 -1.144220 9.588263 -0.683877 -1.147255 -0.225153
-1.018259 -1.924002 9.838643 -0.536294 -1.103695 -0.215663
-1.023091 -1.950582 9.479974 -0.496903 -1.109505 -0.222372
-1.184363 -1.843577 8.494323 -0.473071 -1.120672 -0.227564
-1.220384 -1.602329 7.513258 -0.446021 -1.067726 -0.219057
-1.244979 -1.465747 6.786478 -0.412060 -1.043324 -0.218375
-1.309004 -1.534325 6.124029 -0.358089 -1.037695 -0.219741
-1.550171 -1.621005 5.771948 -0.319284 -1.032467 -0.215473
-1.539638 -1.452050 5.046905 -0.321984 -1.041050 -0.223418
-1.527142 -1.434147 4.889536 -0.310711 -1.027884 -0.220850
-1.394400 -1.443156 4.690162 -0.284125 -1.010142 -0.220604
-1.386704 -1.320218 4.557048 -0.272586 -1.016325 -0.224295
-1.623709 -1.256604 4.412428 -0.260774 -1.037218 -0.223807
-1.529159 -1.079100 4.269882 -0.266474 -1.011972 -0.219505
-1.562032 -0.981477 4.394279 -0.274589 -1.019850 -0.224101
-1.633889 -1.005682 4.590563 -0.273783 -1.040003 -0.230173
-1.647895 -0.963500 4.857683 -0.274043 -1.049340 -0.233157
-1.562616 -0.834344 5.192991 -0.273738 -1.015839 -0.225261
-1.428435 -0.761708 5.446981 -0.283883 -0.980384 -0.218602
-1.548411 -0.667035 5.659306 -0.317143 -0.995893 -0.222152
-1.555481 -0.697670 6.095984 -0.346590 -0.984769 -0.218062
-1.473118 -0.641994 6.659669 -0.384487 -0.962706 -0.212048
-1.349222 -0.710979 7.128263 -0.420209 -0.937154 -0.209183
-1.344144 -0.576596 7.692781 -0.464102 -0.927374 -0.209018
-1.274049 -0.297288 8.092289 -0.506146 -0.895090 -0.206170
-1.294477 -0.066071 8.234375 -0.525794 -0.869007 -0.202016
-1.312087 0.249315 8.512966 -0.540369 -0.857252 -0.195363
-1.313777 0.457595 8.750213 -0.549606 -0.857239 -0.190370
-1.268821 0.548574 9.013596 -0.557334 -0.844705 -0.183845
-1.227888 0.371156 9.333442 -0.554873 -0.852656 -0.184037
-1.212205 0.170841 9.718235 -0.551572 -0.865931 -0.186192
-1.161082 0.000414 9.988435 -0.543270 -0.861049 -0.185913
-1.123108 -0.054010 10.061914 -0.524351 -0.851293 -0.184763
-1.186050 0.027895 10.043616 -0.519774 -0.860282 -0.186173
-1.253545 0.201966 10.154584 -0.525740 -0.861184 -0.185542
-1.215288 0.350575 10.278236 -0.532577 -0.838961 -0.178776
-1.148380 0.528824 10.302907 -0.548831 -0.829491 -0.177275
-1.158923 0.644376 10.392782 -0.563465 -0.832843 -0.176459
-1.082174 0.673547 10.495811 -0.573150 -0.818532 -0.173664
-1.077638 0.534827 10.728063 -0.569266 -0.818736 -0.174564
-1.126866 0.341238 10.995962 -0.559217 -0.823402 -0.176130
-1.155089 0.157254 11.263480 -0.550794 -0.821919 -0.176386
-1.186141 0.119758 11.447687 -0.556298 -0.828075 -0.178987
-1.211728 0.086766 11.705363 -0.551856 -0.823555 -0.176653
-1.190248 0.155233 11.845115 -0.561902 -0.823460 -0.176967
-1.280340 0.300772 12.115402 -0.582654 -0.835416 -0.176941
-1.221143 0.345793 12.323809 -0.593284 -0.826128 -0.175855
-1.122117 0.469223 12.484719 -0.621444 -0.816879 -0.176098
-1.136462 0.527602 12.677376 -0.644761 -0.824813 -0.177586
-1.094265 0.403322 13.105114 -0.636679 -0.814207 -0.174359
-1.060126 0.180087 13.575020 -0.614431 -0.798335 -0.170976
-1.168939 0.183820 13.712683 -0.628631 -0.814667 -0.174556
-1.175488 0.175226 13.941044 -0.635517 -0.805082 -0.173463
-1.165222 0.001391 14.363327 -0.617304 -0.789143 -0.170192
-1.179698 -0.272845 14.837311 -0.589404 -0.784180 -0.169985
-1.328534 -0.162204 14.883817 -0.620036 -0.810094 -0.176215
-1.354547 0.083774 14.866475 -0.663948 -0.813568 -0.178521
-1.232844 0.062286 14.922059 -0.667432 -0.781197 -0.172266
-1.189110 -0.070973 15.159628 -0.651640 -0.775555 -0.171183
