fx fy fz tx ty tz 
-0.942252 -1.157955 1.119082 0.345783 -0.332352 -0.005636
-0.605905 -0.801750 0.789267 0.296877 -0.259370 0.017048
-0.712436 -0.682005 -0.014157 0.254518 -0.293385 0.020889
-0.709933 -0.783016 -0.050011 0.252260 -0.290399 0.030475
-0.380259 -1.013842 0.575363 0.263291 -0.214226 0.055082
-0.188944 -1.210329 0.805092 0.268733 -0.184245 0.067293
-0.228491 -0.913183 0.577001 0.198246 -0.193699 0.076233
-0.184880 -1.151824 0.893433 0.204346 -0.183382 0.083234
-0.438535 -1.179235 1.326986 0.195363 -0.222587 0.074725
-0.749178 -1.499152 1.470769 0.216922 -0.274393 0.056128
-0.744735 -1.262470 1.878572 0.171852 -0.266460 0.044592
-0.664005 -0.861072 1.773278 0.097536 -0.230204 0.044780
-0.626680 -0.457976 2.484812 0.028879 -0.244692 0.036514
-0.566160 -0.684314 3.833712 0.040158 -0.227276 0.035609
-0.447725 -0.665973 5.659968 0.024748 -0.167850 0.037655
-0.523947 -0.577484 6.337982 -0.046350 -0.129105 0.035384
-0.649712 -0.163721 7.854286 -0.144915 -0.101316 0.025152
-0.526095 -0.727660 9.726880 -0.117090 -0.038987 0.023727
-0.460285 -1.202694 12.007452 -0.056499 -0.012991 0.020776
-0.514516 -0.610447 12.552140 -0.147504 -0.039592 0.015138
-0.857851 0.125834 12.854232 -0.253850 -0.091515 0.011969
-1.101199 -0.303828 14.038991 -0.207414 -0.120987 0.007937
-1.019393 -1.119128 15.520156 -0.121220 -0.070549 0.014031
-1.102646 -1.072889 15.698935 -0.149813 -0.084691 0.009369
-1.146053 -0.842092 14.879701 -0.206995 -0.096536 0.011588
-1.223608 -1.175146 15.086290 -0.167444 -0.106319 0.011577
-1.008763 -1.945554 15.443071 -0.080841 -0.082049 0.011503
-1.019311 -1.983532 15.210102 -0.078924 -0.091356 0.008597
-0.894881 -1.694536 14.766618 -0.096703 -0.110381 0.004003
-0.609135 -1.644310 14.648401 -0.057291 -0.113217 0.003558
-0.432642 -1.739064 15.046280 0.011948 -0.146715 -0.007708
-0.632442 -1.530567 15.112582 -0.001049 -0.189661 -0.016473
-0.841676 -1.264613 14.872926 -0.031180 -0.212006 -0.022646
-0.932222 -1.218673 15.211694 -0.025628 -0.215659 -0.028706
-0.913983 -1.426009 15.734613 0.003021 -0.196422 -0.029295
-0.884869 -1.274873 15.846925 -0.037457 -0.183909 -0.031077
-0.959413 -1.161698 16.001009 -0.089178 -0.187981 -0.032849
-0.980577 -1.174284 16.307604 -0.122106 -0.190186 -0.032998
-0.820469 -1.263504 16.815863 -0.124881 -0.179670 -0.032549
-0.716999 -1.019155 16.948700 -0.159185 -0.190529 -0.036704
-0.588567 -0.733652 16.981676 -0.194116 -0.194573 -0.040876
-0.565988 -0.618043 17.066006 -0.208642 -0.200433 -0.044714
-0.776893 -0.625494 17.189077 -0.213800 -0.240220 -0.054231
-0.974843 -0.543456 17.067966 -0.234330 -0.268543 -0.059296
-1.075616 -0.485825 16.928511 -0.242338 -0.286554 -0.061544
-1.087357 -0.507503 16.762873 -0.229817 -0.304704 -0.063418
-1.027391 -0.492484 16.513719 -0.217712 -0.315314 -0.064559
-0.960084 -0.424554 16.198666 -0.213304 -0.320288 -0.065103
-0.925528 -0.323235 15.726438 -0.219883 -0.327560 -0.066738
-0.926777 -0.463173 15.687395 -0.188862 -0.332403 -0.067725
-0.825316 -0.320496 15.246218 -0.201923 -0.312315 -0.064201
-0.811738 -0.155952 14.769481 -0.225945 -0.314106 -0.064948
-0.875220 -0.068336 14.411818 -0.241927 -0.319244 -0.065288
-0.917727 -0.093309 14.119894 -0.244272 -0.322053 -0.064962
-1.061983 -0.071400 13.825303 -0.240180 -0.347323 -0.068194
-1.108337 0.034107 13.378484 -0.236969 -0.359811 -0.068918
-1.094818 0.071718 13.102004 -0.212212 -0.370441 -0.070121
-0.992088 0.071227 12.770777 -0.182651 -0.367671 -0.070037
-0.992902 0.040222 12.617577 -0.167082 -0.370078 -0.069553
-1.021841 0.037981 12.436747 -0.166925 -0.372772 -0.067914
-1.023849 0.001360 12.346013 -0.164877 -0.365967 -0.063732
-1.004634 -0.003973 12.315992 -0.167505 -0.354652 -0.059121
-0.984631 0.028428 12.331234 -0.174018 -0.344175 -0.055076
-0.972571 0.088635 12.239265 -0.184716 -0.336869 -0.052744
-0.966860 0.127209 12.402812 -0.187964 -0.332349 -0.053304
-0.925644 0.011011 12.790837 -0.162626 -0.326226 -0.054081
-0.824936 -0.075308 13.190371 -0.136862 -0.319599 -0.054240
-0.755800 0.069258 13.387549 -0.145299 -0.315921 -0.053365
-0.752309 0.085244 13.816418 -0.150620 -0.317930 -0.055384
-0.808002 -0.266115 14.805239 -0.149265 -0.289318 -0.054727
-0.868468 -0.455244 15.397510 -0.162343 -0.274986 -0.055726
-1.005833 -0.599911 16.181131 -0.193291 -0.263704 -0.057100
-0.989986 -0.658435 17.016039 -0.214122 -0.241080 -0.053088
-0.903668 -0.613762 17.711920 -0.231275 -0.230834 -0.050825
-0.835813 -0.515282 18.472668 -0.243721 -0.225532 -0.049050
-0.864529 -0.456538 19.335989 -0.257268 -0.227172 -0.048244
-0.874965 -0.537563 20.132432 -0.272296 -0.212218 -0.044975
-0.848563 -0.659850 20.971493 -0.291687 -0.187726 -0.043664
-0.847783 -0.563765 21.540485 -0.340423 -0.165235 -0.042696
-0.851355 -0.453391 22.322431 -0.372432 -0.168276 -0.048333
-0.883086 -0.806183 23.723935 -0.319984 -0.172699 -0.053606
-0.878104 -0.839119 24.753680 -0.327030 -0.157468 -0.055029
-1.050232 -0.977236 25.927839 -0.333629 -0.177774 -0.065194
-1.055195 -0.784739 26.337914 -0.410526 -0.136257 -0.059495
-1.078783 -0.754083 27.638420 -0.447308 -0.134669 -0.065986
-1.156910 -1.420755 29.501961 -0.372356 -0.149246 -0.071469
-1.045119 -1.854694 31.421149 -0.329081 -0.129496 -0.071494
-0.928340 -0.933875 31.557925 -0.497366 -0.115680 -0.070378
-1.165312 -0.883011 33.514457 -0.528289 -0.197292 -0.090966
-1.107658 -1.938553 36.024125 -0.414915 -0.173299 -0.090287
-0.665996 -1.664030 37.262231 -0.510111 -0.095059 -0.088329
-1.122510 -1.446131 38.761390 -0.582547 -0.188195 -0.111045
-1.276625 -1.613664 39.941554 -0.606870 -0.179622 -0.107668
-1.065125 -1.667128 42.519885 -0.625982 -0.147100 -0.115697
-1.300235 -2.498982 44.815421 -0.567721 -0.197384 -0.130361
-1.341372 -2.290806 46.086537 -0.675818 -0.205915 -0.133299
-1.322211 -2.510449 48.515523 -0.702750 -0.269041 -0.145791
-1.058094 -2.837293 49.885574 -0.701248 -0.269121 -0.140205
-0.942305 -3.150184 52.322515 -0.679371 -0.363122 -0.152676
-1.275063 -3.021514 52.804790 -0.764877 -0.459333 -0.150811
-0.957338 -2.830208 54.500245 -0.839949 -0.486600 -0.153394
-1.080980 -3.579721 56.329127 -0.786653 -0.580525 -0.159643
-0.238893 -3.528135 57.026701 -0.842734 -0.493708 -0.140697
-0.639162 -3.449415 57.846871 -0.877309 -0.657927 -0.167722
-0.752295 -3.911857 58.747216 -0.846157 -0.715050 -0.173816
-0.287324 -3.745420 58.567966 -0.887518 -0.701105 -0.169116
-0.577694 -4.041318 58.887315 -0.837344 -0.844472 -0.188155
-0.465852 -4.682540 59.013600 -0.748857 -0.909131 -0.197124
0.326772 -5.051113 58.818267 -0.709287 -0.852640 -0.190206
-0.005716 -5.184522 58.452005 -0.680997 -1.002096 -0.208968
0.491679 -4.920422 58.127155 -0.703444 -0.993045 -0.213325
0.116659 -4.658494 57.376020 -0.702470 -1.052695 -0.219683
0.222733 -4.225293 56.958194 -0.722925 -1.047583 -0.231256
-0.590823 -3.667054 56.769154 -0.741243 -1.153342 -0.251341
0.220379 -2.985200 55.651432 -0.751893 -0.999246 -0.239779
-0.348442 -2.443159 55.198210 -0.764810 -1.088131 -0.252196
-0.343339 -1.986496 54.436799 -0.768095 -1.097081 -0.260900
-0.631407 -1.730221 53.641963 -0.785824 -1.065101 -0.256106
-0.218633 -1.810875 52.952121 -0.788607 -1.007949 -0.272434
-1.073124 -1.415330 51.877706 -0.819213 -1.117254 -0.295203
-0.919505 -0.733863 50.566039 -0.850921 -1.060578 -0.296276
-0.352898 -0.100457 48.962395 -0.840817 -0.942030 -0.289663
-1.571601 0.349841 47.911340 -0.819835 -1.146733 -0.324989
-1.556191 0.612004 46.556587 -0.793885 -1.113761 -0.329204
-1.026995 1.106600 44.703098 -0.805626 -0.985531 -0.320946
-0.890816 1.376271 43.197369 -0.763080 -1.016835 -0.344580
-1.529923 1.738268 41.408582 -0.730320 -1.105458 -0.355219
-1.279897 1.859853 40.174206 -0.662143 -0.988393 -0.327800
-1.607293 1.623970 39.322656 -0.552909 -1.049413 -0.341564
-1.786594 1.958012 37.535538 -0.551295 -0.991646 -0.320117
-2.515580 2.709495 35.645898 -0.600042 -1.084441 -0.335268
-1.952293 2.862016 34.325471 -0.567175 -0.961631 -0.322310
-2.265889 2.669012 33.999902 -0.468969 -0.998658 -0.330447
-2.253182 2.752553 33.164674 -0.429724 -1.028128 -0.342587
-2.331363 3.454128 31.556824 -0.489331 -1.041761 -0.340198
-2.079918 3.718135 30.669620 -0.495936 -1.025275 -0.339237
-2.120689 3.533059 30.276921 -0.442507 -1.028507 -0.333232
-2.238861 3.142610 30.068158 -0.363316 -1.008728 -0.322006
-2.150658 3.301663 29.131471 -0.374507 -0.912696 -0.297314
-2.334240 3.304125 28.489105 -0.363767 -0.888966 -0.284360
-2.202596 2.961068 28.535036 -0.303510 -0.820568 -0.266471
