EMG1  EMG2  EMG3  EMG4  EMG5  EMG6  EMG7  EMG8  ForceX ForceY ForceZ tauX tawY tayZ Angle_deg TimeStep_ms
 4     12    30    -34   -23   2     1     -1   3.280 0.124 40.734 -2.618 -0.281 0.849 0
 4     12    30    -34   -23   2     1     -1   3.242 0.129 40.578 -2.598 -0.283 0.850 0
 4     12    30    -34   -23   2     1     -1   3.225 0.141 40.388 -2.580 -0.285 0.848 0
 4     12    30    -34   -23   2     1     -1   3.222 0.154 40.160 -2.564 -0.285 0.841 0
 -4    -12   5     38    23    -5    0     -3   3.232 0.166 39.851 -2.544 -0.283 0.831 0
 -4    -12   5     38    23    -5    0     -3   3.256 0.132 39.452 -2.533 -0.283 0.821 0
 0     1     8     39    34    19    4     2    3.261 0.096 39.161 -2.528 -0.286 0.816 0
 0     1     8     39    34    19    4     2    3.270 0.044 38.712 -2.518 -0.288 0.810 0
 0     1     8     39    34    19    4     2    3.276 0.026 38.263 -2.501 -0.288 0.801 0
 0     1     8     39    34    19    4     2    3.272 0.040 37.903 -2.481 -0.285 0.793 0
 0     14    20    1     0     -1    -1    0    3.250 0.063 37.559 -2.456 -0.282 0.786 0
 0     14    20    1     0     -1    -1    0    3.210 0.079 37.214 -2.429 -0.279 0.780 0
 0     14    20    1     0     -1    -1    0    3.170 0.081 36.941 -2.407 -0.277 0.775 0
 0     14    20    1     0     -1    -1    0    3.111 0.073 36.654 -2.388 -0.275 0.772 0
 0     14    20    1     0     -1    -1    0    3.032 0.068 36.370 -2.367 -0.275 0.771 0
 0     14    20    1     0     -1    -1    0    2.946 0.053 36.068 -2.348 -0.273 0.770 0
 -11   -19   6     25    13    -2    -3    -3   2.857 0.037 35.755 -2.330 -0.271 0.768 0
 -11   -19   6     25    13    -2    -3    -3   2.763 0.023 35.424 -2.313 -0.270 0.765 0
 10    10    4     11    11    -5    -1    1    2.675 0.008 35.085 -2.296 -0.267 0.761 0
 -4    -3    6     -1    21    18    1     -4   2.574 -0.021 34.635 -2.278 -0.265 0.755 0
 -4    -3    6     -1    21    18    1     -4   2.490 -0.049 34.267 -2.264 -0.264 0.751 0
 -3    -6    -6    -11   -44   -8    1     -1   2.410 -0.088 33.877 -2.253 -0.264 0.745 0
 -3    -6    -6    -11   -44   -8    1     -1   2.334 -0.130 33.495 -2.239 -0.263 0.739 0
 -3    -6    -6    -11   -44   -8    1     -1   2.255 -0.172 33.117 -2.223 -0.263 0.733 0
 -3    -6    -6    -11   -44   -8    1     -1   2.180 -0.215 32.752 -2.203 -0.260 0.725 0
 0     2     -27   -32   -9    -3    -5    -2   2.109 -0.254 32.392 -2.180 -0.257 0.716 0
 0     2     -27   -32   -9    -3    -5    -2   2.039 -0.296 32.031 -2.156 -0.253 0.706 0
 0     2     -27   -32   -9    -3    -5    -2   1.960 -0.334 31.657 -2.133 -0.252 0.698 0
 0     2     -27   -32   -9    -3    -5    -2   1.859 -0.373 31.168 -2.108 -0.251 0.689 0
 0     2     -27   -32   -9    -3    -5    -2   1.769 -0.392 30.753 -2.091 -0.251 0.684 0
 -6    -13   -6    35    -7    -3    -5    -6   1.657 -0.403 30.322 -2.075 -0.253 0.684 0
 -6    -13   -6    35    -7    -3    -5    -6   1.530 -0.408 29.768 -2.058 -0.255 0.683 0
 -6    -13   -6    35    -7    -3    -5    -6   1.427 -0.415 29.330 -2.042 -0.256 0.684 0
 -6    -13   -6    35    -7    -3    -5    -6   1.330 -0.423 28.895 -2.027 -0.257 0.685 0
 -3    5     1     -10   -15   4     -2    -2   1.218 -0.419 28.452 -2.013 -0.260 0.688 0
 -3    5     1     -10   -15   4     -2    -2   1.072 -0.417 27.899 -1.995 -0.262 0.693 0
 -3    5     1     -10   -15   4     -2    -2   0.951 -0.429 27.465 -1.980 -0.264 0.699 0
 3     8     9     -15   -3    0     0     3    0.831 -0.442 27.063 -1.961 -0.266 0.705 0
 3     8     9     -15   -3    0     0     3    0.738 -0.467 26.666 -1.943 -0.266 0.707 0
 -4    -4    4     -8    -32   -6    0     -2   0.635 -0.493 26.287 -1.923 -0.267 0.710 0
 -4    -4    4     -8    -32   -6    0     -2   0.538 -0.513 25.922 -1.901 -0.266 0.711 0
 -4    -4    4     -8    -32   -6    0     -2   0.419 -0.537 25.463 -1.872 -0.264 0.710 0
 -4    -4    4     -8    -32   -6    0     -2   0.321 -0.568 25.018 -1.838 -0.259 0.704 0
 -4    -4    4     -8    -32   -6    0     -2   0.224 -0.606 24.535 -1.809 -0.256 0.697 0
 -2    -12   -13   -5    -16   -10   -3    0    0.140 -0.660 24.011 -1.784 -0.254 0.686 0
 -2    -12   -13   -5    -16   -10   -3    0    0.060 -0.717 23.446 -1.761 -0.251 0.674 0
 -1    -3    -19   -51   -9    -7    -1    -1   -0.018 -0.787 22.733 -1.735 -0.246 0.657 0
 -1    -3    -19   -51   -9    -7    -1    -1   -0.090 -0.845 22.111 -1.714 -0.242 0.643 0
 5     3     42    109   68    15    5     5    -0.154 -0.899 21.466 -1.698 -0.237 0.630 0
 5     3     42    109   68    15    5     5    -0.224 -0.942 20.820 -1.681 -0.235 0.623 0
 5     3     42    109   68    15    5     5    -0.281 -0.960 20.181 -1.664 -0.233 0.618 0
 2     -2    -28   -66   -38   -13   -2    -2   -0.327 -0.945 19.561 -1.646 -0.232 0.616 0
 2     -2    -28   -66   -38   -13   -2    -2   -0.353 -0.888 18.874 -1.615 -0.230 0.614 0
 2     -2    -28   -66   -38   -13   -2    -2   -0.362 -0.840 18.440 -1.591 -0.230 0.614 0
 2     -2    -28   -66   -38   -13   -2    -2   -0.363 -0.767 17.827 -1.549 -0.228 0.611 0
 2     -2    -28   -66   -38   -13   -2    -2   -0.366 -0.725 17.326 -1.513 -0.226 0.610 0
 -2    -4    3     9     10    1     1     -2   -0.375 -0.705 16.917 -1.486 -0.224 0.609 0
 -2    -4    3     9     10    1     1     -2   -0.388 -0.699 16.382 -1.454 -0.221 0.606 0
 -2    -4    3     9     10    1     1     -2   -0.414 -0.700 15.696 -1.418 -0.218 0.603 0
 -2    -4    3     9     10    1     1     -2   -0.430 -0.687 15.083 -1.391 -0.213 0.596 0
 -6    2     1     3     8     0     -4    -6   -0.442 -0.665 14.564 -1.372 -0.209 0.590 0
 -6    2     1     3     8     0     -4    -6   -0.446 -0.636 13.882 -1.350 -0.204 0.580 0
 -6    2     1     3     8     0     -4    -6   -0.450 -0.612 13.171 -1.332 -0.200 0.571 0
 -5    -5    7     3     -14   1     0     0    -0.468 -0.588 12.440 -1.317 -0.199 0.565 0
 -5    -5    7     3     -14   1     0     0    -0.482 -0.564 11.725 -1.301 -0.195 0.557 0
 -5    -5    7     3     -14   1     0     0    -0.515 -0.533 11.044 -1.281 -0.191 0.552 0
 -5    -5    7     3     -14   1     0     0    -0.571 -0.489 10.412 -1.257 -0.186 0.550 0
 -5    -5    7     3     -14   1     0     0    -0.642 -0.444 9.818 -1.230 -0.183 0.551 0
 2     3     -20   -36   -22   -11   -14   -2   -0.725 -0.410 9.265 -1.201 -0.180 0.554 0
 2     3     -20   -36   -22   -11   -14   -2   -0.819 -0.375 8.646 -1.161 -0.176 0.556 0
 3     1     12    25    12    1     3     3    -0.908 -0.349 8.138 -1.128 -0.173 0.559 0
 3     1     12    25    12    1     3     3    -0.984 -0.337 7.625 -1.096 -0.168 0.559 0
 -2    -6    -6    -8    3     4     6     2    -1.055 -0.330 7.080 -1.069 -0.164 0.557 0
 -2    -6    -6    -8    3     4     6     2    -1.127 -0.335 6.519 -1.042 -0.160 0.555 0
 -2    -6    -6    -8    3     4     6     2    -1.201 -0.354 5.917 -1.022 -0.157 0.553 0
 3     1     -5    2     4     5     5     5    -1.301 -0.391 5.153 -1.003 -0.155 0.553 0
 -2    2     11    23    14    4     -2    -4   -1.358 -0.429 4.629 -0.993 -0.153 0.551 0
 -2    2     11    23    14    4     -2    -4   -1.432 -0.484 3.960 -0.983 -0.152 0.551 0
 -2    2     11    23    14    4     -2    -4   -1.485 -0.546 3.311 -0.971 -0.149 0.547 0
 1     -1    6     0     -19   -3    -5    -2   -1.518 -0.609 2.695 -0.955 -0.145 0.541 0
 4     -1    -8    -7    8     -2    -4    0    -1.539 -0.679 2.122 -0.936 -0.141 0.534 0
 4     -1    -8    -7    8     -2    -4    0    -1.559 -0.756 1.583 -0.915 -0.137 0.529 0
 4     -1    -8    -7    8     -2    -4    0    -1.585 -0.837 1.082 -0.891 -0.134 0.525 0
 4     -1    -8    -7    8     -2    -4    0    -1.615 -0.917 0.604 -0.865 -0.130 0.521 0
 -2    -3    -3    -3    8     4     9     2    -1.645 -0.999 0.141 -0.838 -0.125 0.516 0
 -2    -3    -3    -3    8     4     9     2    -1.680 -1.081 -0.320 -0.812 -0.121 0.512 0
 -2    -3    -3    -3    8     4     9     2    -1.726 -1.164 -0.800 -0.789 -0.118 0.509 0
 2     2     1     4     16    3     5     2    -1.767 -1.244 -1.307 -0.771 -0.116 0.505 0
 2     2     1     4     16    3     5     2    -1.828 -1.316 -1.824 -0.756 -0.115 0.503 0
 2     2     1     4     16    3     5     2    -1.909 -1.400 -2.310 -0.724 -0.114 0.505 0
 2     2     1     4     16    3     5     2    -1.985 -1.437 -2.849 -0.709 -0.111 0.504 0
 -7    -4    -5    -2    3     -5    -14   -4   -2.071 -1.468 -3.393 -0.690 -0.110 0.504 0
 -7    -4    -5    -2    3     -5    -14   -4   -2.156 -1.497 -3.931 -0.672 -0.108 0.504 0
 0     -1    -2    1     -10   -3    1     -1   -2.231 -1.525 -4.453 -0.652 -0.106 0.503 0
 0     -1    -2    1     -10   -3    1     -1   -2.327 -1.565 -5.072 -0.630 -0.106 0.506 0
 0     -1    -2    1     -10   -3    1     -1   -2.385 -1.589 -5.552 -0.605 -0.104 0.503 0
 -7    -3    -1    -5    -4    -1    0     5    -2.430 -1.593 -5.908 -0.582 -0.102 0.501 0
 -7    -3    -1    -5    -4    -1    0     5    -2.485 -1.580 -6.420 -0.544 -0.096 0.494 0
 -7    -3    -1    -5    -4    -1    0     5    -2.521 -1.563 -6.822 -0.509 -0.090 0.485 0
 6     -2    -3    -7    0     4     8     0    -2.579 -1.545 -7.306 -0.469 -0.086 0.478 0
 6     -2    -3    -7    0     4     8     0    -2.630 -1.553 -7.724 -0.438 -0.084 0.474 0
 6     -2    -3    -7    0     4     8     0    -2.685 -1.582 -8.257 -0.405 -0.082 0.466 0
 6     -2    -3    -7    0     4     8     0    -2.731 -1.603 -8.629 -0.384 -0.080 0.462 0
 -2    -4    -4    -3    -3    -1    7     2    -2.789 -1.630 -9.114 -0.360 -0.076 0.454 0
 -2    -4    -4    -3    -3    -1    7     2    -2.860 -1.660 -9.719 -0.334 -0.070 0.444 0
 -2    -4    -4    -3    -3    -1    7     2    -2.935 -1.677 -10.228 -0.315 -0.068 0.438 0
 -2    -4    -4    -3    -3    -1    7     2    -3.027 -1.690 -10.725 -0.297 -0.068 0.437 0
 -2    -4    -4    -3    -3    -1    7     2    -3.090 -1.702 -11.104 -0.281 -0.068 0.435 0
 -3    2     -1    -3    -4    -5    -15   5    -3.200 -1.720 -11.622 -0.253 -0.066 0.435 0
 -3    2     -1    -3    -4    -5    -15   5    -3.261 -1.736 -11.939 -0.231 -0.064 0.434 0
 -3    -4    -3    -2    -1    7     27    2    -3.330 -1.749 -12.300 -0.199 -0.061 0.433 0
 2     1     2     1     2     3     -17   6    -3.390 -1.751 -12.696 -0.158 -0.056 0.430 0
 2     1     2     1     2     3     -17   6    -3.421 -1.751 -13.035 -0.126 -0.054 0.429 0
 2     1     2     1     2     3     -17   6    -3.452 -1.755 -13.378 -0.097 -0.054 0.430 0
 2     1     2     1     2     3     -17   6    -3.472 -1.771 -13.756 -0.073 -0.055 0.430 0
 8     -5    -4    -4    -5    -8    -14   -15  -3.484 -1.800 -14.325 -0.045 -0.054 0.428 0
 8     -5    -4    -4    -5    -8    -14   -15  -3.491 -1.817 -14.582 -0.035 -0.053 0.427 0
 8     -5    -4    -4    -5    -8    -14   -15  -3.493 -1.849 -14.935 -0.023 -0.051 0.424 0
 8     -5    -4    -4    -5    -8    -14   -15  -3.491 -1.927 -15.474 -0.009 -0.050 0.419 0
 8     -5    -4    -4    -5    -8    -14   -15  -3.486 -1.992 -15.841 -0.005 -0.050 0.416 0
 -10   -1    -2    -2    -2    0     2     -4   -3.475 -2.095 -16.358 0.003 -0.051 0.410 0
 -10   -1    -2    -2    -2    0     2     -4   -3.465 -2.175 -16.746 0.011 -0.050 0.404 0
 -3    -1    -1    -4    -2    -3    -5    -9   -3.455 -2.251 -17.084 0.023 -0.047 0.396 0
 -2    -3    -4    -6    -1    -1    5     0    -3.453 -2.324 -17.366 0.037 -0.043 0.387 0
 -2    -3    -4    -6    -1    -1    5     0    -3.461 -2.398 -17.601 0.053 -0.038 0.379 0
 -2    -3    -4    -6    -1    -1    5     0    -3.490 -2.466 -17.785 0.071 -0.035 0.374 0
 -2    -3    -4    -6    -1    -1    5     0    -3.537 -2.531 -17.947 0.087 -0.034 0.371 0
 -2    -1    -2    -6    -4    2     4     -4   -3.587 -2.576 -18.053 0.100 -0.033 0.371 0
 -2    -1    -2    -6    -4    2     4     -4   -3.672 -2.642 -18.197 0.118 -0.032 0.371 0
 -2    -1    -2    -6    -4    2     4     -4   -3.747 -2.692 -18.314 0.131 -0.031 0.371 0
 -2    -1    -2    -6    -4    2     4     -4   -3.831 -2.743 -18.443 0.140 -0.029 0.371 0
 -2    -1    -2    -6    -4    2     4     -4   -3.925 -2.796 -18.573 0.146 -0.030 0.372 0
 -3    -2    0     0     0     -4    1     -9   -4.013 -2.859 -18.702 0.150 -0.031 0.374 0
 -3    -2    0     0     0     -4    1     -9   -4.106 -2.922 -18.834 0.151 -0.034 0.379 0
 9     -4    -2    0     3     11    12    10   -4.189 -2.976 -18.940 0.156 -0.035 0.382 0
 -2    2     0     1     1     2     -14   -3   -4.254 -3.017 -19.027 0.163 -0.035 0.383 0
 -2    2     0     1     1     2     -14   -3   -4.311 -3.038 -19.079 0.175 -0.033 0.384 0
 -2    2     0     1     1     2     -14   -3   -4.339 -3.056 -19.117 0.188 -0.032 0.384 0
 -2    2     0     1     1     2     -14   -3   -4.348 -3.074 -19.152 0.200 -0.033 0.383 0
 -6    -4    0     -2    0     2     12    -4   -4.336 -3.096 -19.181 0.214 -0.035 0.382 0
 -6    -4    0     -2    0     2     12    -4   -4.313 -3.113 -19.212 0.228 -0.036 0.379 0
 -6    -4    0     -2    0     2     12    -4   -4.284 -3.128 -19.266 0.241 -0.035 0.376 0
 -6    -4    0     -2    0     2     12    -4   -4.264 -3.140 -19.343 0.251 -0.035 0.375 0
 -6    -4    0     -2    0     2     12    -4   -4.243 -3.156 -19.437 0.261 -0.033 0.375 0
 -2    4     0     2     -1    -4    3     -2   -4.226 -3.174 -19.561 0.267 -0.033 0.375 0
 -2    4     0     2     -1    -4    3     -2   -4.213 -3.191 -19.696 0.273 -0.033 0.378 0
 -4    3     2     -2    -1    7     9     -3   -4.196 -3.210 -19.842 0.277 -0.034 0.380 0
 -4    3     2     -2    -1    7     9     -3   -4.173 -3.227 -19.988 0.283 -0.035 0.381 0
 8     -1    1     5     2     2     -13   5    -4.148 -3.237 -20.119 0.293 -0.033 0.382 0
 8     -1    1     5     2     2     -13   5    -4.121 -3.241 -20.228 0.309 -0.030 0.382 0
 8     -1    1     5     2     2     -13   5    -4.094 -3.232 -20.329 0.325 -0.027 0.382 0
 -11   -3    -2    0     -2    1     6     -12  -4.071 -3.232 -20.435 0.341 -0.025 0.384 0
 -11   -3    -2    0     -2    1     6     -12  -4.053 -3.238 -20.551 0.354 -0.026 0.387 0
 -11   -3    -2    0     -2    1     6     -12  -4.029 -3.248 -20.680 0.367 -0.025 0.388 0
 -11   -3    -2    0     -2    1     6     -12  -4.001 -3.253 -20.812 0.381 -0.022 0.388 0
 -11   -3    -2    0     -2    1     6     -12  -3.959 -3.258 -20.961 0.395 -0.018 0.386 0
 -5    -4    -3    -2    -3    -7    -5    -4   -3.911 -3.272 -21.132 0.405 -0.014 0.382 0
 -5    -4    -3    -2    -3    -7    -5    -4   -3.862 -3.300 -21.333 0.410 -0.013 0.379 0
 -8    -6    -3    0     -1    -4    -2    -8   -3.802 -3.331 -21.541 0.414 -0.012 0.374 0
 -8    -6    -3    0     -1    -4    -2    -8   -3.753 -3.357 -21.747 0.417 -0.011 0.371 0
 5     1     -1    -3    1     9     2     10   -3.708 -3.374 -21.939 0.421 -0.010 0.367 0
 5     1     -1    -3    1     9     2     10   -3.672 -3.386 -22.114 0.427 -0.007 0.362 0
 5     1     -1    -3    1     9     2     10   -3.645 -3.395 -22.261 0.436 -0.004 0.357 0
 7     1     -1    -1    -4    -5    7     12   -3.623 -3.406 -22.391 0.444 0.001 0.351 0
 7     1     -1    -1    -4    -5    7     12   -3.612 -3.418 -22.493 0.454 0.005 0.344 0
 7     1     -1    -1    -4    -5    7     12   -3.623 -3.427 -22.586 0.462 0.007 0.341 0
 7     1     -1    -1    -4    -5    7     12   -3.655 -3.427 -22.665 0.470 0.007 0.339 0
 7     1     -1    -1    -4    -5    7     12   -3.701 -3.421 -22.727 0.479 0.010 0.336 0
 -4    -3    -2    -3    -1    2     7     0    -3.773 -3.406 -22.790 0.487 0.013 0.334 0
 -4    -3    -2    -3    -1    2     7     0    -3.854 -3.394 -22.858 0.494 0.016 0.331 0
 7     0     -1    -1    -1    -2    -1    8    -3.966 -3.378 -22.925 0.498 0.017 0.333 0
 7     0     -1    -1    -1    -2    -1    8    -4.090 -3.358 -23.001 0.498 0.015 0.336 0
 1     -3    -2    0     1     -1    -3    1    -4.218 -3.330 -23.060 0.499 0.013 0.339 0
 1     -3    -2    0     1     -1    -3    1    -4.342 -3.300 -23.118 0.500 0.013 0.340 0
 1     -3    -2    0     1     -1    -3    1    -4.455 -3.266 -23.145 0.505 0.014 0.339 0
 -1    -1    2     0     -1    -4    -5    -3   -4.567 -3.237 -23.169 0.509 0.016 0.339 0
 -1    -1    2     0     -1    -4    -5    -3   -4.670 -3.208 -23.170 0.515 0.016 0.338 0
 -1    -1    2     0     -1    -4    -5    -3   -4.767 -3.174 -23.169 0.520 0.015 0.339 0
 -1    -1    2     0     -1    -4    -5    -3   -4.842 -3.139 -23.172 0.523 0.014 0.339 0
 12    5     3     0     3     16    29    22   -4.905 -3.086 -23.163 0.529 0.014 0.338 0
 -16   -4    0     0     -3    -8    -3    -13  -4.951 -3.027 -23.176 0.531 0.015 0.335 0
 -16   -4    0     0     -3    -8    -3    -13  -4.988 -2.968 -23.199 0.532 0.016 0.331 0
 0     2     0     -2    -1    -2    0     -11  -5.008 -2.918 -23.223 0.534 0.018 0.326 0
 0     2     0     -2    -1    -2    0     -11  -5.036 -2.881 -23.264 0.533 0.018 0.324 0
 -8    -2    -1    1     4     8     -3    4    -5.052 -2.865 -23.308 0.533 0.017 0.322 0
 -8    -2    -1    1     4     8     -3    4    -5.069 -2.851 -23.372 0.532 0.015 0.321 0
 -8    -2    -1    1     4     8     -3    4    -5.074 -2.828 -23.421 0.535 0.014 0.320 0
 -11   -7    -1    -1    -4    -7    12    -4   -5.069 -2.790 -23.469 0.541 0.016 0.318 0
 -11   -7    -1    -1    -4    -7    12    -4   -5.067 -2.746 -23.524 0.546 0.017 0.316 0
 -11   -7    -1    -1    -4    -7    12    -4   -5.059 -2.710 -23.593 0.549 0.017 0.315 0
 -11   -7    -1    -1    -4    -7    12    -4   -5.050 -2.688 -23.659 0.552 0.017 0.314 0
 -1    -2    2     2     1     -2    1     -4   -5.049 -2.677 -23.738 0.553 0.015 0.314 0
 8     1     -1    0     -4    -14   -31   -27  -5.042 -2.668 -23.799 0.558 0.016 0.313 0
 8     1     -1    0     -4    -14   -31   -27  -5.034 -2.659 -23.856 0.565 0.017 0.313 0
 41    10    2     3     3     7     14    29   -5.018 -2.659 -23.910 0.575 0.020 0.312 0
 41    10    2     3     3     7     14    29   -4.999 -2.655 -23.973 0.586 0.021 0.310 0
 7     9     1     2     5     17    31    35   -4.965 -2.653 -24.058 0.595 0.023 0.308 0
 7     9     1     2     5     17    31    35   -4.929 -2.641 -24.156 0.604 0.024 0.306 0
 7     9     1     2     5     17    31    35   -4.895 -2.620 -24.279 0.612 0.023 0.305 0
 -3    -2    1     -2    0     7     5     -12  -4.861 -2.602 -24.422 0.618 0.024 0.302 0
