EMG1  EMG2  EMG3  EMG4  EMG5  EMG6  EMG7  EMG8  ForceX ForceY ForceZ tauX tawY tayZ Angle_deg TimeStep_ms
 -8    -10   16    51    20    -3    -3    -4   4.672 1.555 30.413 -2.236 -0.237 0.869 0
 -8    -10   16    51    20    -3    -3    -4   4.671 1.559 30.674 -2.214 -0.237 0.867 0
 -8    -10   16    51    20    -3    -3    -4   4.680 1.590 30.948 -2.192 -0.238 0.865 0
 -8    -10   16    51    20    -3    -3    -4   4.699 1.636 31.192 -2.174 -0.240 0.864 0
 -8    -10   16    51    20    -3    -3    -4   4.732 1.680 31.375 -2.162 -0.241 0.861 0
 -5    -12   14    51    34    2     -2    -1   4.771 1.713 31.462 -2.161 -0.242 0.859 0
 -5    -12   14    51    34    2     -2    -1   4.823 1.722 31.447 -2.174 -0.245 0.855 0
 -5    -12   14    51    34    2     -2    -1   4.896 1.702 31.320 -2.202 -0.248 0.848 0
 5     -3    -18   -3    14    4     6     5    4.991 1.668 31.109 -2.243 -0.252 0.838 0
 5     4     -42   -53   -18   -11   -4    -1   5.080 1.620 30.906 -2.280 -0.255 0.828 0
 5     4     -42   -53   -18   -11   -4    -1   5.132 1.572 30.810 -2.299 -0.255 0.821 0
 5     4     -42   -53   -18   -11   -4    -1   5.182 1.487 30.781 -2.309 -0.253 0.812 0
 6     -2    2     5     32    13    4     6    5.205 1.369 30.859 -2.311 -0.249 0.804 0
 6     -2    2     5     32    13    4     6    5.197 1.277 31.022 -2.300 -0.244 0.799 0
 6     -2    2     5     32    13    4     6    5.168 1.226 31.199 -2.285 -0.239 0.797 0
 6     -2    2     5     32    13    4     6    5.124 1.199 31.432 -2.262 -0.231 0.793 0
 6     -2    2     5     32    13    4     6    5.048 1.221 31.636 -2.241 -0.225 0.795 0
 4     15    29    54    25    19    5     0    4.954 1.275 31.766 -2.229 -0.221 0.799 0
 4     15    29    54    25    19    5     0    4.842 1.348 31.789 -2.230 -0.220 0.806 0
 -1    6     26    28    14    2     -1    0    4.714 1.429 31.704 -2.244 -0.221 0.817 0
 -1    6     26    28    14    2     -1    0    4.587 1.497 31.525 -2.270 -0.222 0.829 0
 6     -5    -43   -72   -40   -12   2     6    4.470 1.550 31.293 -2.301 -0.224 0.841 0
 6     -5    -43   -72   -40   -12   2     6    4.345 1.592 31.001 -2.341 -0.227 0.855 0
 6     -5    -43   -72   -40   -12   2     6    4.278 1.610 30.849 -2.361 -0.229 0.864 0
 1     -10   -12   13    59    -3    1     3    4.251 1.610 30.733 -2.377 -0.229 0.866 0
 1     -10   -12   13    59    -3    1     3    4.254 1.599 30.725 -2.378 -0.229 0.865 0
 1     -10   -12   13    59    -3    1     3    4.295 1.579 30.821 -2.367 -0.229 0.859 0
 1     -10   -12   13    59    -3    1     3    4.356 1.553 31.006 -2.346 -0.227 0.848 0
 1     -10   -12   13    59    -3    1     3    4.418 1.523 31.228 -2.322 -0.225 0.837 0
 -2    4     -5    -28   -37   -3    -3    -3   4.481 1.498 31.471 -2.294 -0.221 0.824 0
 -2    4     -5    -28   -37   -3    -3    -3   4.526 1.473 31.701 -2.267 -0.216 0.813 0
 -2    4     -5    -28   -37   -3    -3    -3   4.537 1.455 31.791 -2.257 -0.214 0.808 0
 -2    4     -5    -28   -37   -3    -3    -3   4.526 1.441 31.763 -2.262 -0.214 0.807 0
 -7    -8    15    27    -38   -9    -5    -6   4.493 1.442 31.629 -2.275 -0.215 0.810 0
 -7    -8    15    27    -38   -9    -5    -6   4.435 1.456 31.385 -2.297 -0.218 0.818 0
 -7    -8    15    27    -38   -9    -5    -6   4.357 1.497 31.034 -2.324 -0.219 0.827 0
 -1    -13   -37   -47   -17   -8    -5    -2   4.275 1.541 30.798 -2.339 -0.221 0.838 0
 -1    -13   -37   -47   -17   -8    -5    -2   4.170 1.590 30.524 -2.352 -0.223 0.851 0
 -1    -13   -37   -47   -17   -8    -5    -2   4.050 1.641 30.313 -2.357 -0.223 0.864 0
 -1    -13   -37   -47   -17   -8    -5    -2   3.926 1.675 30.178 -2.353 -0.223 0.874 0
 4     5     0     5     -16   -7    -3    -1   3.816 1.691 30.123 -2.340 -0.221 0.880 0
 -7    -10   -26   -43   -11   -3    -1    -4   3.689 1.701 30.144 -2.314 -0.217 0.884 0
 -7    -10   -26   -43   -11   -3    -1    -4   3.637 1.693 30.191 -2.292 -0.212 0.881 0
 -7    -10   -26   -43   -11   -3    -1    -4   3.589 1.675 30.250 -2.265 -0.204 0.872 0
 -7    -10   -26   -43   -11   -3    -1    -4   3.564 1.641 30.265 -2.245 -0.198 0.862 0
 -4    -6    7     17    6     -3    -2    -4   3.556 1.593 30.199 -2.235 -0.195 0.852 0
 -4    -6    7     17    6     -3    -2    -4   3.556 1.546 30.044 -2.235 -0.196 0.845 0
 -4    -6    7     17    6     -3    -2    -4   3.561 1.513 29.812 -2.240 -0.199 0.841 0
 -8    -25   -25   -25   -18   -12   -3    -5   3.578 1.492 29.464 -2.248 -0.202 0.839 0
 6     13    11    14    12    4     1     4    3.596 1.486 29.216 -2.252 -0.204 0.838 0
 6     13    11    14    12    4     1     4    3.620 1.481 28.842 -2.256 -0.208 0.840 0
 6     13    11    14    12    4     1     4    3.654 1.478 28.506 -2.252 -0.211 0.843 0
 -4    0     14    1     19    8     3     0    3.672 1.502 28.245 -2.236 -0.215 0.850 0
 -4    0     14    1     19    8     3     0    3.683 1.530 28.111 -2.219 -0.216 0.853 0
 -4    0     14    1     19    8     3     0    3.684 1.583 27.942 -2.187 -0.217 0.859 0
 -4    0     14    1     19    8     3     0    3.669 1.621 27.837 -2.164 -0.216 0.863 0
 -4    0     14    1     19    8     3     0    3.658 1.656 27.690 -2.135 -0.213 0.861 0
 -1    -1    -4    -1    -1    -2    -1    0    3.609 1.684 27.467 -2.102 -0.209 0.859 0
 -1    -1    -4    -1    -1    -2    -1    0    3.547 1.672 27.151 -2.077 -0.206 0.851 0
 4     16    10    -7    -14   3     2     1    3.491 1.647 26.886 -2.064 -0.205 0.843 0
 -2    -9    -12   -15   -10   -11   -5    -1   3.426 1.622 26.581 -2.053 -0.202 0.833 0
 -2    -9    -12   -15   -10   -11   -5    -1   3.341 1.600 26.249 -2.042 -0.199 0.821 0
 -2    -9    -12   -15   -10   -11   -5    -1   3.242 1.582 25.901 -2.029 -0.194 0.808 0
 -2    -9    -12   -15   -10   -11   -5    -1   3.129 1.569 25.526 -2.018 -0.190 0.794 0
 -2    -9    -12   -15   -10   -11   -5    -1   2.999 1.553 25.142 -2.006 -0.186 0.780 0
 -7    -8    -8    -7    13    12    2     -4   2.853 1.533 24.756 -1.994 -0.183 0.768 0
 -7    -8    -8    -7    13    12    2     -4   2.700 1.517 24.377 -1.981 -0.181 0.758 0
 -7    -8    -8    -7    13    12    2     -4   2.544 1.508 24.015 -1.964 -0.179 0.748 0
 -7    -8    -8    -7    13    12    2     -4   2.389 1.516 23.669 -1.943 -0.176 0.740 0
 -7    -8    -8    -7    13    12    2     -4   2.238 1.551 23.361 -1.917 -0.173 0.734 0
 -7    -8    -8    -7    13    12    2     -4   2.094 1.597 23.063 -1.888 -0.170 0.730 0
 -3    -1    -1    -2    -8    -1    -2    -1   1.972 1.652 22.766 -1.859 -0.168 0.726 0
 -3    -1    -1    -2    -8    -1    -2    -1   1.855 1.702 22.464 -1.830 -0.168 0.726 0
 -3    -1    -1    -2    -8    -1    -2    -1   1.758 1.748 22.161 -1.801 -0.167 0.724 0
 -1    6     -11   -28   -5    -2    1     -1   1.673 1.782 21.829 -1.774 -0.168 0.724 0
 -4    -4    -4    2     -5    -5    -1    1    1.594 1.807 21.466 -1.751 -0.169 0.723 0
 -4    -4    -4    2     -5    -5    -1    1    1.518 1.824 21.087 -1.727 -0.170 0.723 0
 -4    -4    -4    2     -5    -5    -1    1    1.443 1.834 20.676 -1.706 -0.170 0.722 0
 -4    -4    -4    2     -5    -5    -1    1    1.375 1.833 20.221 -1.688 -0.170 0.720 0
 -4    -4    -4    2     -5    -5    -1    1    1.302 1.833 19.759 -1.669 -0.169 0.717 0
 -4    -5    -5    -7    -16   -4    0     -2   1.246 1.823 19.261 -1.652 -0.167 0.711 0
 -4    -5    -5    -7    -16   -4    0     -2   1.194 1.799 18.726 -1.640 -0.166 0.705 0
 -4    -5    -5    -7    -16   -4    0     -2   1.151 1.765 18.191 -1.628 -0.165 0.698 0
 -4    -5    -5    -7    -16   -4    0     -2   1.120 1.717 17.634 -1.619 -0.165 0.689 0
 -4    -5    -5    -7    -16   -4    0     -2   1.096 1.664 17.106 -1.606 -0.164 0.679 0
 -4    -5    -5    -7    -16   -4    0     -2   1.069 1.607 16.592 -1.590 -0.163 0.670 0
 -2    -13   -11   -21   -10   -4    -2    -2   1.045 1.550 16.118 -1.569 -0.160 0.659 0
 -2    -13   -11   -21   -10   -4    -2    -2   1.011 1.499 15.677 -1.546 -0.157 0.650 0
 -2    -13   -11   -21   -10   -4    -2    -2   0.966 1.446 15.270 -1.520 -0.153 0.642 0
 -3    -3    21    49    39    10    0     -1   0.907 1.395 14.878 -1.494 -0.151 0.637 0
 4     7     -2    -17   -25   -1    6     3    0.837 1.351 14.498 -1.469 -0.149 0.634 0
 4     7     -2    -17   -25   -1    6     3    0.754 1.326 14.142 -1.440 -0.148 0.634 0
 4     7     -2    -17   -25   -1    6     3    0.671 1.316 13.792 -1.411 -0.148 0.634 0
 4     7     -2    -17   -25   -1    6     3    0.585 1.320 13.436 -1.382 -0.147 0.635 0
 4     7     -2    -17   -25   -1    6     3    0.500 1.336 13.076 -1.353 -0.146 0.636 0
 1     2     12    41    23    8     2     -1   0.413 1.349 12.674 -1.328 -0.146 0.637 0
 1     2     12    41    23    8     2     -1   0.343 1.360 12.257 -1.304 -0.145 0.636 0
 1     2     12    41    23    8     2     -1   0.272 1.369 11.805 -1.285 -0.145 0.634 0
 1     2     12    41    23    8     2     -1   0.199 1.376 11.329 -1.268 -0.144 0.633 0
 1     2     12    41    23    8     2     -1   0.126 1.382 10.830 -1.254 -0.144 0.632 0
 1     2     12    41    23    8     2     -1   0.057 1.390 10.317 -1.242 -0.145 0.630 0
 -1    -1    -4    -12   -4    -6    -1    0    -0.009 1.403 9.802 -1.230 -0.145 0.629 0
 -1    -1    -4    -12   -4    -6    -1    0    -0.064 1.414 9.294 -1.217 -0.144 0.625 0
 -1    -1    -4    -12   -4    -6    -1    0    -0.110 1.420 8.800 -1.203 -0.142 0.620 0
 0     -2    -6    -16   -14   -3    2     2    -0.136 1.417 8.319 -1.189 -0.140 0.612 0
 2     2     -2    -5    5     2     -1    1    -0.155 1.399 7.872 -1.171 -0.137 0.603 0
 2     2     -2    -5    5     2     -1    1    -0.166 1.363 7.442 -1.153 -0.136 0.594 0
 2     2     -2    -5    5     2     -1    1    -0.167 1.322 7.036 -1.134 -0.135 0.584 0
 2     2     -2    -5    5     2     -1    1    -0.177 1.287 6.575 -1.108 -0.134 0.573 0
 2     2     -2    -5    5     2     -1    1    -0.189 1.272 6.241 -1.084 -0.131 0.564 0
 -4    -3    -6    -5    -1    -1    -5    -3   -0.216 1.274 5.932 -1.059 -0.128 0.556 0
 -4    -3    -6    -5    -1    -1    -5    -3   -0.256 1.286 5.634 -1.034 -0.125 0.550 0
 -4    -3    -6    -5    -1    -1    -5    -3   -0.307 1.303 5.343 -1.011 -0.122 0.546 0
 -4    -3    -6    -5    -1    -1    -5    -3   -0.370 1.324 5.051 -0.989 -0.121 0.544 0
 -4    -3    -6    -5    -1    -1    -5    -3   -0.433 1.342 4.751 -0.969 -0.121 0.543 0
 4     1     -13   -24   -18   -1    1     4    -0.511 1.365 4.443 -0.952 -0.122 0.545 0
 5     8     41    65    32    11    4     0    -0.589 1.401 4.130 -0.937 -0.123 0.548 0
 5     8     41    65    32    11    4     0    -0.664 1.437 3.813 -0.922 -0.124 0.551 0
 5     8     41    65    32    11    4     0    -0.742 1.478 3.483 -0.910 -0.125 0.555 0
 -2    -2    -17   -37   -23   -4    1     -6   -0.813 1.525 3.160 -0.897 -0.126 0.558 0
 -2    -2    -17   -37   -23   -4    1     -6   -0.893 1.568 2.830 -0.886 -0.128 0.563 0
 -2    -2    -17   -37   -23   -4    1     -6   -0.959 1.599 2.509 -0.874 -0.129 0.566 0
 -2    -2    -17   -37   -23   -4    1     -6   -1.029 1.622 2.195 -0.862 -0.130 0.570 0
 -2    -2    -17   -37   -23   -4    1     -6   -1.086 1.633 1.883 -0.851 -0.131 0.572 0
 -2    -2    -17   -37   -23   -4    1     -6   -1.140 1.628 1.583 -0.841 -0.132 0.574 0
 -2    -3    -2    -3    -3    -5    -4    -2   -1.179 1.616 1.296 -0.829 -0.132 0.575 0
 -2    -3    -2    -3    -3    -5    -4    -2   -1.198 1.602 1.021 -0.816 -0.131 0.573 0
 -2    -3    -2    -3    -3    -5    -4    -2   -1.200 1.582 0.766 -0.802 -0.129 0.568 0
 -2    -3    -2    -3    -3    -5    -4    -2   -1.184 1.556 0.517 -0.787 -0.128 0.562 0
 -2    -3    -2    -3    -3    -5    -4    -2   -1.156 1.519 0.262 -0.774 -0.128 0.555 0
 -2    -3    -2    -3    -3    -5    -4    -2   -1.118 1.472 0.011 -0.762 -0.127 0.547 0
 -3    -1    -4    -4    -7    -3    3     0    -1.083 1.418 -0.251 -0.751 -0.127 0.539 0
 -3    -1    -4    -4    -7    -3    3     0    -1.053 1.369 -0.507 -0.738 -0.127 0.530 0
 -3    -1    -4    -4    -7    -3    3     0    -1.021 1.323 -0.765 -0.724 -0.124 0.519 0
 4     -3    -2    10    16    7     12    9    -1.008 1.283 -1.028 -0.711 -0.121 0.510 0
 4     -3    -2    10    16    7     12    9    -1.010 1.245 -1.303 -0.700 -0.119 0.502 0
 4     -3    -2    10    16    7     12    9    -1.019 1.208 -1.584 -0.690 -0.116 0.495 0
 4     -3    -2    10    16    7     12    9    -1.045 1.176 -1.867 -0.681 -0.114 0.490 0
 4     -3    -2    10    16    7     12    9    -1.083 1.150 -2.143 -0.672 -0.113 0.487 0
 4     -3    -2    10    16    7     12    9    -1.119 1.133 -2.424 -0.664 -0.112 0.485 0
 7     4     -9    -20   -16   3     6     13   -1.162 1.124 -2.677 -0.653 -0.111 0.484 0
 7     4     -9    -20   -16   3     6     13   -1.212 1.123 -2.924 -0.641 -0.111 0.486 0
 7     4     -9    -20   -16   3     6     13   -1.265 1.121 -3.149 -0.627 -0.111 0.489 0
 7     4     -9    -20   -16   3     6     13   -1.319 1.118 -3.352 -0.609 -0.111 0.494 0
 7     4     -9    -20   -16   3     6     13   -1.373 1.114 -3.550 -0.591 -0.110 0.500 0
 6     0     -2    -1    0     2     -2    7    -1.425 1.101 -3.752 -0.575 -0.110 0.506 0
 -3    -4    -7    -9    -7    -8    -10   -10  -1.479 1.090 -3.941 -0.557 -0.111 0.514 0
 -3    -4    -7    -9    -7    -8    -10   -10  -1.518 1.077 -4.141 -0.541 -0.112 0.521 0
 -3    -4    -7    -9    -7    -8    -10   -10  -1.549 1.062 -4.358 -0.528 -0.114 0.527 0
 -2    -10   -60   -78   -28   -10   1     -2   -1.573 1.061 -4.574 -0.514 -0.116 0.533 0
 -2    -10   -60   -78   -28   -10   1     -2   -1.575 1.056 -4.807 -0.503 -0.117 0.536 0
 -1    5     51    97    26    2     -4    -5   -1.556 1.047 -5.041 -0.492 -0.116 0.536 0
 -1    5     51    97    26    2     -4    -5   -1.535 1.035 -5.294 -0.486 -0.117 0.537 0
 -1    5     51    97    26    2     -4    -5   -1.494 1.009 -5.551 -0.481 -0.118 0.534 0
 -1    5     51    97    26    2     -4    -5   -1.460 0.976 -5.817 -0.480 -0.120 0.533 0
 0     -6    -32   -60   -29   -10   -7    -1   -1.416 0.940 -6.060 -0.476 -0.121 0.528 0
 0     -6    -32   -60   -29   -10   -7    -1   -1.378 0.907 -6.296 -0.472 -0.121 0.524 0
 0     -6    -32   -60   -29   -10   -7    -1   -1.339 0.880 -6.509 -0.465 -0.119 0.519 0
 0     -6    -32   -60   -29   -10   -7    -1   -1.317 0.872 -6.696 -0.456 -0.117 0.515 0
 0     -6    -32   -60   -29   -10   -7    -1   -1.301 0.864 -6.865 -0.444 -0.116 0.512 0
 -1    -1    1     5     6     1     -2    0    -1.295 0.863 -7.018 -0.432 -0.114 0.509 0
 -7    0     7     17    8     5     9     0    -1.287 0.863 -7.146 -0.416 -0.112 0.505 0
 -7    0     7     17    8     5     9     0    -1.293 0.859 -7.285 -0.403 -0.110 0.502 0
 -7    0     7     17    8     5     9     0    -1.302 0.856 -7.413 -0.388 -0.107 0.499 0
 1     0     8     3     -3    -2    4     7    -1.329 0.851 -7.550 -0.375 -0.105 0.498 0
 1     0     8     3     -3    -2    4     7    -1.361 0.848 -7.700 -0.364 -0.104 0.497 0
 2     -1    -6    -11   -1    -3    -4    -4   -1.413 0.849 -7.851 -0.353 -0.103 0.499 0
 2     -1    -6    -11   -1    -3    -4    -4   -1.475 0.854 -8.003 -0.342 -0.102 0.502 0
 2     -1    -6    -11   -1    -3    -4    -4   -1.542 0.855 -8.171 -0.333 -0.101 0.506 0
 2     -1    -6    -11   -1    -3    -4    -4   -1.609 0.851 -8.338 -0.325 -0.101 0.511 0
 -2    -3    -24   -37   -14   -5    -9    -3   -1.686 0.838 -8.566 -0.318 -0.102 0.517 0
 -2    -3    -24   -37   -14   -5    -9    -3   -1.733 0.826 -8.750 -0.314 -0.103 0.522 0
 -2    -3    -24   -37   -14   -5    -9    -3   -1.765 0.825 -8.920 -0.308 -0.104 0.526 0
 -2    -3    -24   -37   -14   -5    -9    -3   -1.768 0.838 -9.075 -0.301 -0.103 0.526 0
 -2    -3    -24   -37   -14   -5    -9    -3   -1.749 0.862 -9.219 -0.293 -0.102 0.525 0
 0     0     39    33    1     7     7     4    -1.700 0.894 -9.343 -0.284 -0.101 0.519 0
 -6    -2    22    33    33    10    -1    -1   -1.644 0.918 -9.459 -0.276 -0.101 0.514 0
 -6    -2    22    33    33    10    -1    -1   -1.571 0.933 -9.567 -0.269 -0.102 0.508 0
 -6    -2    22    33    33    10    -1    -1   -1.485 0.933 -9.665 -0.263 -0.103 0.500 0
 -1    -2    -26   -40   -15   -5    -1    1    -1.396 0.924 -9.755 -0.257 -0.103 0.491 0
 -1    -2    -26   -40   -15   -5    -1    1    -1.312 0.912 -9.834 -0.251 -0.102 0.483 0
 2     0     -6    -17   -15   -3    5     1    -1.236 0.897 -9.904 -0.246 -0.102 0.476 0
 2     0     -6    -17   -15   -3    5     1    -1.140 0.867 -9.976 -0.238 -0.100 0.467 0
 2     0     -6    -17   -15   -3    5     1    -1.090 0.843 -10.040 -0.234 -0.101 0.463 0
 -1    0     1     -2    4     3     -3    1    -1.036 0.806 -10.111 -0.231 -0.101 0.459 0
 -2    -5    -19   -22   -8    -5    -6    -7   -0.985 0.782 -10.170 -0.228 -0.101 0.454 0
 -2    -5    -19   -22   -8    -5    -6    -7   -0.961 0.763 -10.230 -0.226 -0.101 0.453 0
 -2    -5    -19   -22   -8    -5    -6    -7   -0.956 0.750 -10.284 -0.224 -0.102 0.454 0
 -2    -5    -19   -22   -8    -5    -6    -7   -0.964 0.740 -10.342 -0.222 -0.102 0.456 0
 -2    -5    -19   -22   -8    -5    -6    -7   -1.000 0.736 -10.389 -0.221 -0.103 0.461 0
 -4    -7    -9    -18   -8    -1    -3    -5   -1.044 0.728 -10.423 -0.218 -0.101 0.467 0
 -4    -7    -9    -18   -8    -1    -3    -5   -1.108 0.731 -10.460 -0.216 -0.101 0.474 0
 -4    -7    -9    -18   -8    -1    -3    -5   -1.178 0.729 -10.465 -0.211 -0.101 0.482 0
 3     8     -21   -44   -7    10    6     2    -1.258 0.728 -10.472 -0.208 -0.102 0.491 0
 3     8     -21   -44   -7    10    6     2    -1.339 0.716 -10.481 -0.208 -0.104 0.501 0
 3     8     -21   -44   -7    10    6     2    -1.407 0.707 -10.472 -0.205 -0.106 0.510 0
 -3    -14   -4    37    -6    -21   -9    1    -1.460 0.704 -10.451 -0.202 -0.108 0.517 0
 -3    -14   -4    37    -6    -21   -9    1    -1.493 0.712 -10.418 -0.199 -0.110 0.522 0
 -3    -14   -4    37    -6    -21   -9    1    -1.497 0.719 -10.376 -0.194 -0.111 0.524 0
 -1    0     8     17    7     -3    -3    -4   -1.474 0.724 -10.315 -0.187 -0.111 0.522 0
 -1    4     -20   -62   -26   -5    -3    -1   -1.446 0.712 -10.249 -0.181 -0.114 0.521 0
 -1    4     -20   -62   -26   -5    -3    -1   -1.395 0.687 -10.194 -0.177 -0.116 0.516 0
 -1    4     -20   -62   -26   -5    -3    -1   -1.333 0.648 -10.129 -0.171 -0.118 0.510 0
 -1    4     -20   -62   -26   -5    -3    -1   -1.267 0.608 -10.062 -0.166 -0.118 0.502 0
 -1    4     -20   -62   -26   -5    -3    -1   -1.178 0.569 -9.980 -0.158 -0.118 0.490 0
 -1    -2    7     6     5     2     -2    -2   -1.135 0.554 -9.940 -0.155 -0.118 0.484 0
 -1    -2    7     6     5     2     -2    -2   -1.069 0.528 -9.893 -0.152 -0.116 0.475 0
 -1    -2    7     6     5     2     -2    -2   -1.013 0.510 -9.851 -0.150 -0.115 0.466 0
 1     -1    -3    -13   -6    -2    4     2    -0.969 0.489 -9.814 -0.149 -0.115 0.458 0
 1     -1    -3    -13   -6    -2    4     2    -0.925 0.469 -9.783 -0.148 -0.114 0.451 0
 -1    -4    2     10    2     -4    -3    -2   -0.895 0.453 -9.756 -0.148 -0.114 0.445 0
 -1    -4    2     10    2     -4    -3    -2   -0.886 0.440 -9.721 -0.149 -0.114 0.442 0
 -1    -4    2     10    2     -4    -3    -2   -0.888 0.436 -9.687 -0.151 -0.113 0.440 0
 -1    -4    2     10    2     -4    -3    -2   -0.922 0.434 -9.651 -0.154 -0.114 0.441 0
 -1    5     0     -12   -2    6     3     0    -0.966 0.426 -9.596 -0.157 -0.112 0.441 0
 -1    5     0     -12   -2    6     3     0    -1.037 0.419 -9.506 -0.157 -0.111 0.445 0
 -1    5     0     -12   -2    6     3     0    -1.126 0.406 -9.393 -0.157 -0.111 0.451 0
 -1    5     0     -12   -2    6     3     0    -1.232 0.395 -9.240 -0.154 -0.112 0.459 0
 -1    5     0     -12   -2    6     3     0    -1.349 0.384 -9.060 -0.150 -0.113 0.469 0
 -1    5     0     -12   -2    6     3     0    -1.460 0.382 -8.852 -0.143 -0.114 0.478 0
 -2    -4    0     1     7     0     -3    -2   -1.558 0.390 -8.630 -0.135 -0.115 0.485 0
 -2    -4    0     1     7     0     -3    -2   -1.638 0.416 -8.399 -0.125 -0.114 0.490 0
 -2    -4    0     1     7     0     -3    -2   -1.691 0.457 -8.173 -0.115 -0.114 0.491 0
 -2    1     2     22    4     0     -2    -1   -1.727 0.517 -7.968 -0.109 -0.116 0.491 0
 -2    1     2     22    4     0     -2    -1   -1.739 0.570 -7.794 -0.107 -0.120 0.490 0
 3     2     7     15    -2    -5    -1    1    -1.743 0.625 -7.630 -0.106 -0.125 0.489 0
 3     2     7     15    -2    -5    -1    1    -1.725 0.663 -7.498 -0.109 -0.129 0.485 0
 3     2     7     15    -2    -5    -1    1    -1.694 0.687 -7.378 -0.115 -0.133 0.480 0
 3     2     7     15    -2    -5    -1    1    -1.663 0.695 -7.284 -0.124 -0.136 0.475 0
 2     10    4     -12   1     7     4     4    -1.621 0.692 -7.181 -0.132 -0.139 0.470 0
 2     10    4     -12   1     7     4     4    -1.559 0.681 -7.086 -0.142 -0.141 0.462 0
 2     10    4     -12   1     7     4     4    -1.483 0.673 -6.967 -0.150 -0.142 0.453 0
 2     10    4     -12   1     7     4     4    -1.394 0.663 -6.834 -0.157 -0.145 0.444 0
 2     10    4     -12   1     7     4     4    -1.288 0.649 -6.680 -0.162 -0.147 0.433 0
 2     10    4     -12   1     7     4     4    -1.177 0.636 -6.509 -0.165 -0.149 0.423 0
 0     0     -4    -2    -3    0     0     1    -1.071 0.626 -6.318 -0.166 -0.151 0.414 0
