EMG1  EMG2  EMG3  EMG4  EMG5  EMG6  EMG7  EMG8  ForceX ForceY ForceZ tauX tawY tayZ Angle_deg TimeStep_ms
 -9    -27   -65   -81   -15   -9    -6    -9   1.055 7.647 54.988 -2.182 -0.404 0.506 0
 -9    -27   -65   -81   -15   -9    -6    -9   1.061 7.545 54.797 -2.196 -0.399 0.496 0
 2     -1    -21   51    63    22    9     6    1.046 7.444 54.614 -2.208 -0.393 0.484 0
 2     -1    -21   51    63    22    9     6    1.022 7.356 54.448 -2.215 -0.385 0.472 0
 2     -1    -21   51    63    22    9     6    0.972 7.293 54.313 -2.218 -0.378 0.462 0
 3     0     -16   14    68    19    0     2    0.905 7.248 54.199 -2.217 -0.373 0.455 0
 3     0     -16   14    68    19    0     2    0.826 7.224 54.122 -2.211 -0.368 0.452 0
 -11   -22   6     53    -69   -31   -8    -5   0.732 7.214 54.064 -2.204 -0.366 0.454 0
 -11   -22   6     53    -69   -31   -8    -5   0.590 7.223 54.010 -2.194 -0.369 0.465 0
 -11   -22   6     53    -69   -31   -8    -5   0.513 7.241 53.999 -2.184 -0.370 0.472 0
 -11   -22   6     53    -69   -31   -8    -5   0.385 7.285 53.969 -2.167 -0.375 0.490 0
 -1    -23   -17   39    98    13    3     0    0.298 7.342 53.949 -2.150 -0.380 0.505 0
 5     35    -27   -93   -28   2     -1    0    0.251 7.392 53.926 -2.137 -0.384 0.515 0
 5     35    -27   -93   -28   2     -1    0    0.205 7.480 53.853 -2.116 -0.389 0.526 0
 5     35    -27   -93   -28   2     -1    0    0.181 7.542 53.750 -2.105 -0.394 0.534 0
 5     35    -27   -93   -28   2     -1    0    0.168 7.576 53.591 -2.102 -0.398 0.539 0
 5     35    -27   -93   -28   2     -1    0    0.141 7.589 53.408 -2.100 -0.401 0.545 0
 -14   -62   -14   73    55    -13   -6    -4   0.115 7.570 53.197 -2.100 -0.401 0.549 0
 -14   -62   -14   73    55    -13   -6    -4   0.080 7.526 52.963 -2.101 -0.399 0.549 0
 5     18    18    21    51    22    7     5    0.048 7.459 52.711 -2.104 -0.395 0.544 0
 5     18    18    21    51    22    7     5    0.021 7.376 52.444 -2.107 -0.391 0.533 0
 5     18    18    21    51    22    7     5    0.013 7.288 52.167 -2.109 -0.385 0.517 0
 -3    32    22    -64   -22   21    3     -6   -0.000 7.213 51.893 -2.108 -0.379 0.500 0
 -5    -23   -7    -11   -32   -9    -3    0    0.002 7.162 51.623 -2.103 -0.373 0.480 0
 -5    -23   -7    -11   -32   -9    -3    0    -0.018 7.143 51.318 -2.086 -0.365 0.460 0
 -5    -23   -7    -11   -32   -9    -3    0    -0.049 7.151 51.086 -2.068 -0.360 0.447 0
 4     14    -14   -105  -100  -1    -1    0    -0.106 7.162 50.843 -2.048 -0.357 0.438 0
 4     14    -14   -105  -100  -1    -1    0    -0.196 7.164 50.582 -2.029 -0.356 0.435 0
 4     14    -14   -105  -100  -1    -1    0    -0.324 7.160 50.300 -2.010 -0.357 0.437 0
 4     14    -14   -105  -100  -1    -1    0    -0.494 7.153 49.990 -1.994 -0.358 0.447 0
 4     14    -14   -105  -100  -1    -1    0    -0.701 7.160 49.660 -1.980 -0.361 0.466 0
 -2    0     30    91    93    5     -2    -1   -0.928 7.180 49.295 -1.967 -0.366 0.491 0
 1     11    19    14    -35   -10   -1    -2   -1.133 7.213 48.927 -1.952 -0.371 0.515 0
 1     11    19    14    -35   -10   -1    -2   -1.301 7.251 48.521 -1.941 -0.375 0.535 0
 1     11    19    14    -35   -10   -1    -2   -1.444 7.282 48.091 -1.933 -0.381 0.550 0
 1     11    19    14    -35   -10   -1    -2   -1.546 7.291 47.645 -1.926 -0.384 0.558 0
 1     11    19    14    -35   -10   -1    -2   -1.625 7.270 47.187 -1.919 -0.386 0.562 0
 -3    -3    -8    19    17    11    2     -1   -1.671 7.223 46.745 -1.909 -0.384 0.558 0
 1     5     3     12    21    2     -7    -5   -1.709 7.158 46.319 -1.897 -0.382 0.550 0
 1     5     3     12    21    2     -7    -5   -1.752 7.076 45.922 -1.882 -0.379 0.540 0
 1     5     3     12    21    2     -7    -5   -1.788 6.966 45.524 -1.867 -0.372 0.525 0
 -7    -33   -74   -70   -22   -5    3     -2   -1.824 6.835 45.135 -1.850 -0.363 0.508 0
 -7    -33   -74   -70   -22   -5    3     -2   -1.858 6.691 44.741 -1.832 -0.353 0.489 0
 -7    -33   -74   -70   -22   -5    3     -2   -1.881 6.556 44.334 -1.815 -0.343 0.467 0
 -7    -33   -74   -70   -22   -5    3     -2   -1.889 6.440 43.902 -1.801 -0.333 0.445 0
 -7    -33   -74   -70   -22   -5    3     -2   -1.897 6.354 43.449 -1.789 -0.327 0.427 0
 8     26    59    52    9     11    3     2    -1.912 6.302 42.975 -1.778 -0.322 0.415 0
 1     -7    27    111   112   32    7     3    -1.928 6.269 42.484 -1.769 -0.320 0.409 0
 1     -7    27    111   112   32    7     3    -1.951 6.241 41.974 -1.762 -0.319 0.408 0
 1     -7    27    111   112   32    7     3    -1.981 6.220 41.464 -1.756 -0.319 0.412 0
 1     -7    27    111   112   32    7     3    -2.028 6.208 40.959 -1.750 -0.323 0.423 0
 1     -7    27    111   112   32    7     3    -2.085 6.203 40.481 -1.743 -0.326 0.437 0
 1     1     0     3     1     4     -2    -1   -2.143 6.201 40.028 -1.735 -0.330 0.454 0
 3     13    21    -4    -34   -9    -1    2    -2.212 6.205 39.615 -1.725 -0.333 0.473 0
 3     13    21    -4    -34   -9    -1    2    -2.292 6.209 39.243 -1.711 -0.337 0.494 0
 3     13    21    -4    -34   -9    -1    2    -2.364 6.206 38.903 -1.696 -0.339 0.512 0
 -2    -2    17    8     -54   2     3     1    -2.414 6.186 38.588 -1.679 -0.339 0.525 0
 0     -9    -9    -18   8     -13   -4    -1   -2.463 6.149 38.295 -1.661 -0.339 0.534 0
 0     -9    -9    -18   8     -13   -4    -1   -2.490 6.095 38.013 -1.642 -0.335 0.536 0
 0     -9    -9    -18   8     -13   -4    -1   -2.509 6.034 37.735 -1.622 -0.331 0.534 0
 0     -9    -9    -18   8     -13   -4    -1   -2.519 5.956 37.450 -1.602 -0.326 0.529 0
 -3    8     16    33    54    25    2     -2   -2.519 5.860 37.122 -1.588 -0.321 0.521 0
 7     20    24    13    -8    4     1     3    -2.516 5.758 36.771 -1.574 -0.317 0.511 0
 7     20    24    13    -8    4     1     3    -2.501 5.651 36.370 -1.565 -0.313 0.499 0
 7     20    24    13    -8    4     1     3    -2.484 5.552 35.929 -1.559 -0.309 0.486 0
 7     20    24    13    -8    4     1     3    -2.445 5.440 35.338 -1.552 -0.302 0.468 0
 7     20    24    13    -8    4     1     3    -2.423 5.360 34.821 -1.551 -0.297 0.456 0
 -9    -11   28    66    83    11    -3    -6   -2.405 5.277 34.298 -1.551 -0.294 0.448 0
 -9    -11   28    66    83    11    -3    -6   -2.399 5.208 33.772 -1.552 -0.292 0.446 0
 -9    -11   28    66    83    11    -3    -6   -2.386 5.168 33.258 -1.551 -0.292 0.445 0
 0     5     11    16    6     5     -5    -4   -2.380 5.141 32.773 -1.548 -0.293 0.449 0
 0     5     11    16    6     5     -5    -4   -2.378 5.127 32.335 -1.540 -0.295 0.456 0
 -1    6     -13   -80   -80   -12   -2    -2   -2.366 5.124 31.945 -1.527 -0.296 0.462 0
 -1    6     -13   -80   -80   -12   -2    -2   -2.354 5.123 31.618 -1.508 -0.296 0.469 0
 -1    6     -13   -80   -80   -12   -2    -2   -2.344 5.122 31.332 -1.487 -0.296 0.475 0
 -1    6     -13   -80   -80   -12   -2    -2   -2.337 5.107 31.091 -1.461 -0.295 0.481 0
 -9    -7    -4    -16   -10   -7    -7    -8   -2.330 5.084 30.884 -1.433 -0.292 0.488 0
 2     -2    -19   -33   8     -10   0     2    -2.324 5.051 30.686 -1.405 -0.289 0.494 0
 2     -2    -19   -33   8     -10   0     2    -2.314 4.990 30.433 -1.370 -0.286 0.502 0
 2     -2    -19   -33   8     -10   0     2    -2.298 4.938 30.189 -1.348 -0.285 0.507 0
 2     -2    -19   -33   8     -10   0     2    -2.264 4.889 29.907 -1.329 -0.283 0.510 0
 2     -2    -19   -33   8     -10   0     2    -2.205 4.851 29.576 -1.314 -0.281 0.508 0
 2     -2    -6    0     -14   -2    0     0    -2.118 4.813 29.195 -1.302 -0.276 0.503 0
 2     -2    -6    0     -14   -2    0     0    -2.026 4.763 28.763 -1.293 -0.273 0.497 0
 2     -2    -6    0     -14   -2    0     0    -1.932 4.694 28.292 -1.287 -0.270 0.491 0
 3     -2    -6    7     12    5     3     3    -1.836 4.608 27.785 -1.285 -0.268 0.485 0
 3     -2    -6    7     12    5     3     3    -1.753 4.535 27.247 -1.284 -0.267 0.481 0
 4     15    25    47    29    8     5     6    -1.672 4.486 26.710 -1.283 -0.266 0.478 0
 4     15    25    47    29    8     5     6    -1.608 4.450 26.166 -1.282 -0.266 0.477 0
 4     15    25    47    29    8     5     6    -1.554 4.415 25.644 -1.278 -0.264 0.478 0
 4     15    25    47    29    8     5     6    -1.510 4.379 25.163 -1.269 -0.262 0.481 0
 -3    -4    -14   -26   -36   -2    -2    -2   -1.477 4.340 24.716 -1.256 -0.261 0.485 0
 -3    -4    -14   -26   -36   -2    -2    -2   -1.442 4.290 24.310 -1.239 -0.259 0.490 0
 -3    -4    -14   -26   -36   -2    -2    -2   -1.417 4.240 23.941 -1.219 -0.258 0.496 0
 -3    -4    -14   -26   -36   -2    -2    -2   -1.389 4.188 23.607 -1.193 -0.256 0.500 0
 -3    -4    -14   -26   -36   -2    -2    -2   -1.364 4.131 23.291 -1.164 -0.252 0.503 0
 -3    -4    -14   -26   -36   -2    -2    -2   -1.350 4.073 22.971 -1.136 -0.249 0.506 0
 5     12    35    62    36    8     1     -1   -1.353 4.018 22.636 -1.110 -0.245 0.511 0
 5     12    35    62    36    8     1     -1   -1.364 3.970 22.263 -1.089 -0.241 0.515 0
 5     12    35    62    36    8     1     -1   -1.392 3.926 21.864 -1.071 -0.239 0.520 0
 -11   -13   -16   -28   -12   -5    -4    -5   -1.416 3.874 21.424 -1.058 -0.236 0.525 0
 -11   -13   -16   -28   -12   -5    -4    -5   -1.441 3.812 20.944 -1.049 -0.234 0.529 0
 -4    -8    -20   -43   -43   -15   -6    -4   -1.460 3.737 20.427 -1.044 -0.233 0.532 0
 -4    -8    -20   -43   -43   -15   -6    -4   -1.462 3.655 19.891 -1.040 -0.231 0.533 0
 -4    -8    -20   -43   -43   -15   -6    -4   -1.456 3.572 19.344 -1.036 -0.229 0.533 0
 -4    -8    -20   -43   -43   -15   -6    -4   -1.442 3.494 18.793 -1.031 -0.227 0.531 0
 -4    -3    -9    -7    7     -9    -2    -2   -1.411 3.418 18.267 -1.020 -0.224 0.527 0
 -4    -3    -9    -7    7     -9    -2    -2   -1.382 3.346 17.758 -1.007 -0.220 0.523 0
 -4    -3    -9    -7    7     -9    -2    -2   -1.355 3.265 17.246 -0.995 -0.217 0.520 0
 -4    -3    -9    -7    7     -9    -2    -2   -1.328 3.183 16.757 -0.981 -0.215 0.517 0
 -4    -3    -9    -7    7     -9    -2    -2   -1.310 3.105 16.282 -0.966 -0.213 0.515 0
 -4    -3    -9    -7    7     -9    -2    -2   -1.296 3.034 15.821 -0.950 -0.210 0.513 0
 -8    -12   4     37    3     -10   -5    -5   -1.276 2.932 15.148 -0.927 -0.205 0.509 0
 -8    -12   4     37    3     -10   -5    -5   -1.272 2.895 14.930 -0.920 -0.203 0.509 0
 -8    -12   4     37    3     -10   -5    -5   -1.262 2.797 14.384 -0.908 -0.199 0.510 0
 0     -4    -15   -42   -76   -16   -5    -3   -1.255 2.698 13.915 -0.918 -0.199 0.515 0
 0     -4    -15   -42   -76   -16   -5    -3   -1.243 2.565 13.493 -0.922 -0.202 0.521 0
 2     4     9     24    43    23    6     5    -1.210 2.383 13.160 -0.894 -0.206 0.523 0
 2     4     9     24    43    23    6     5    -1.175 2.217 12.894 -0.841 -0.208 0.525 0
 2     4     9     24    43    23    6     5    -1.144 2.158 12.612 -0.798 -0.204 0.522 0
 2     4     9     24    43    23    6     5    -1.126 2.184 12.257 -0.782 -0.196 0.518 0
 -3    -5    -9    -14   -11   -10   -3    -2   -1.114 2.193 11.862 -0.769 -0.187 0.512 0
 -3    -5    -9    -14   -11   -10   -3    -2   -1.121 2.153 11.421 -0.766 -0.182 0.511 0
 -3    -5    -9    -14   -11   -10   -3    -2   -1.154 2.066 10.947 -0.774 -0.183 0.518 0
 -3    -5    -9    -14   -11   -10   -3    -2   -1.198 1.936 10.460 -0.786 -0.191 0.531 0
 -3    -5    -9    -14   -11   -10   -3    -2   -1.232 1.799 10.000 -0.797 -0.199 0.543 0
 0     3     -3    -17   -17   -6    -4    -3   -1.237 1.685 9.591 -0.799 -0.201 0.549 0
 3     0     -7    -18   -24   -7    0     1    -1.230 1.604 9.162 -0.785 -0.198 0.552 0
 3     0     -7    -18   -24   -7    0     1    -1.189 1.577 8.874 -0.766 -0.190 0.546 0
 0     -2    6     26    57    12    2     3    -1.132 1.569 8.625 -0.741 -0.179 0.537 0
 0     -2    6     26    57    12    2     3    -1.076 1.556 8.396 -0.716 -0.172 0.531 0
 0     -1    -7    -14   -33   -3    -1    -1   -1.036 1.523 8.165 -0.696 -0.172 0.531 0
 0     -1    -7    -14   -33   -3    -1    -1   -0.988 1.461 7.922 -0.682 -0.174 0.531 0
 0     -1    -7    -14   -33   -3    -1    -1   -0.959 1.389 7.668 -0.671 -0.179 0.535 0
 0     -1    -7    -14   -33   -3    -1    -1   -0.938 1.318 7.400 -0.662 -0.183 0.539 0
 -3    2     13    17    -8    -2    0     -4   -0.918 1.260 7.123 -0.651 -0.181 0.539 0
 -3    2     13    17    -8    -2    0     -4   -0.898 1.217 6.838 -0.639 -0.173 0.535 0
 -3    2     13    17    -8    -2    0     -4   -0.882 1.182 6.538 -0.627 -0.166 0.531 0
 -3    2     13    17    -8    -2    0     -4   -0.876 1.147 6.218 -0.620 -0.162 0.529 0
 -3    2     13    17    -8    -2    0     -4   -0.864 1.096 5.881 -0.617 -0.162 0.530 0
 -3    2     13    17    -8    -2    0     -4   -0.854 1.032 5.533 -0.618 -0.165 0.532 0
 -1    -5    -9    2     0     -2    0     -1   -0.852 0.969 5.202 -0.618 -0.170 0.536 0
 -1    -5    -9    2     0     -2    0     -1   -0.841 0.911 4.889 -0.615 -0.173 0.537 0
 -1    -5    -9    2     0     -2    0     -1   -0.831 0.871 4.609 -0.605 -0.171 0.536 0
 -2    1     7     9     14    0     -3    -3   -0.816 0.850 4.370 -0.588 -0.164 0.530 0
 -2    1     7     9     14    0     -3    -3   -0.817 0.836 4.150 -0.569 -0.158 0.527 0
 -2    -2    0     9     2     1     0     -3   -0.821 0.816 3.932 -0.549 -0.151 0.523 0
 -2    -2    0     9     2     1     0     -3   -0.839 0.784 3.713 -0.532 -0.149 0.522 0
 -2    -2    0     9     2     1     0     -3   -0.866 0.745 3.480 -0.520 -0.148 0.523 0
 -2    -2    0     9     2     1     0     -3   -0.886 0.704 3.221 -0.512 -0.149 0.523 0
 -2    -2    -1    -4    15    2     -1    2    -0.911 0.678 2.970 -0.502 -0.150 0.524 0
 -2    -2    -1    -4    15    2     -1    2    -0.937 0.677 2.714 -0.490 -0.148 0.523 0
 -2    -2    -1    -4    15    2     -1    2    -0.952 0.685 2.450 -0.478 -0.144 0.520 0
 -2    -2    -1    -4    15    2     -1    2    -0.969 0.690 2.179 -0.465 -0.140 0.518 0
 -2    -2    -1    -4    15    2     -1    2    -0.971 0.672 1.888 -0.454 -0.136 0.513 0
 -2    -2    -1    -4    15    2     -1    2    -0.981 0.627 1.575 -0.447 -0.135 0.511 0
 -2    -8    -7    -8    -3    -8    -3    -1   -0.987 0.562 1.242 -0.445 -0.136 0.510 0
 -2    -8    -7    -8    -3    -8    -3    -1   -0.997 0.497 0.919 -0.443 -0.138 0.509 0
 -2    -8    -7    -8    -3    -8    -3    -1   -1.013 0.450 0.593 -0.440 -0.139 0.510 0
 -5    -2    4     12    7     -1    -1    -2   -1.033 0.417 0.287 -0.435 -0.139 0.510 0
 -5    -2    4     12    7     -1    -1    -2   -1.055 0.392 -0.008 -0.428 -0.137 0.508 0
 4     1     -5    -14   -16   2     0     0    -1.077 0.362 -0.289 -0.420 -0.134 0.507 0
 4     1     -5    -14   -16   2     0     0    -1.106 0.316 -0.547 -0.410 -0.131 0.506 0
 4     1     -5    -14   -16   2     0     0    -1.139 0.256 -0.799 -0.397 -0.130 0.508 0
 4     1     -5    -14   -16   2     0     0    -1.146 0.199 -1.049 -0.389 -0.128 0.505 0
 -3    -3    0     7     -6    -4    -3    -3   -1.163 0.155 -1.284 -0.382 -0.129 0.505 0
 -3    -3    0     7     -6    -4    -3    -3   -1.172 0.110 -1.522 -0.377 -0.130 0.504 0
 -3    -3    0     7     -6    -4    -3    -3   -1.188 0.074 -1.745 -0.371 -0.131 0.504 0
 -3    -3    0     7     -6    -4    -3    -3   -1.200 0.034 -1.960 -0.364 -0.131 0.504 0
 -3    -3    0     7     -6    -4    -3    -3   -1.213 -0.000 -2.166 -0.355 -0.128 0.502 0
 -3    -3    0     7     -6    -4    -3    -3   -1.236 -0.036 -2.371 -0.346 -0.126 0.501 0
 -1    -2    -2    -12   -10   -3    -2    0    -1.267 -0.077 -2.581 -0.339 -0.124 0.502 0
 -1    -2    -2    -12   -10   -3    -2    0    -1.299 -0.128 -2.798 -0.334 -0.124 0.502 0
