EMG1  EMG2  EMG3  EMG4  EMG5  EMG6  EMG7  EMG8  ForceX ForceY ForceZ tauX tawY tayZ Estimatedtorque
 -1    -5    3     5     4     2     3     0     0 0 0 0 0 0 2.640775
 2     12    -7    6     3     1     1     0     0 0 0 0 0 0 2.714932
 2     12    -7    6     3     1     1     0     0 0 0 0 0 0 2.783682
 -6    -6    -1    -11   0     -1    -4    -3    0 0 0 0 0 0 2.846172
 -2    3     -3    -4    -9    -6    -3    -2    0 0 0 0 0 0 2.901724
 2     16    2     5     3     0     1     0     0 0 0 0 0 0 2.949950
 1     -6    11    8     3     2     1     2     0 0 0 0 0 0 2.990925
 1     -6    11    8     3     2     1     2     0 0 0 0 0 0 3.024844
 -2    14    10    0     0     1     0     -3    0 0 0 0 0 0 3.051796
 -2    14    10    0     0     1     0     -3    0 0 0 0 0 0 3.071812
 0     -19   -14   -18   -3    0     2     1     0 0 0 0 0 0 3.084910
 0     -19   -14   -18   -3    0     2     1     0 0 0 0 0 0 3.091299
 3     13    5     10    3     5     3     1     0 0 0 0 0 0 3.091467
 3     13    5     10    3     5     3     1     0 0 0 0 0 0 3.085983
 1     11    -1    -3    -4    -1    0     0     0 0 0 0 0 0 3.075315
 3     11    10    2     6     0     0     0     0 0 0 0 0 0 3.059822
 3     11    10    2     6     0     0     0     0 0 0 0 0 0 3.039666
 -6    -1    0     -3    -4    -5    -4    -3    0 0 0 0 0 0 3.014832
 -6    -1    0     -3    -4    -5    -4    -3    0 0 0 0 0 0 2.985099
 1     0     30    1     -4    -1    0     -1    0 0 0 0 0 0 2.949973
 1     0     30    1     -4    -1    0     -1    0 0 0 0 0 0 2.908610
 -5    -3    -9    -4    -5    -3    -5    -4    0 0 0 0 0 0 2.859693
 -5    -3    -9    -4    -5    -3    -5    -4    0 0 0 0 0 0 2.801593
 -4    -9    -3    -5    -6    -4    -6    -4    0 0 0 0 0 0 2.733007
 -4    -9    -3    -5    -6    -4    -6    -4    0 0 0 0 0 0 2.653746
 5     -3    -9    -8    1     1     3     4     0 0 0 0 0 0 2.564960
 5     -3    -9    -8    1     1     3     4     0 0 0 0 0 0 2.468853
 0     -2    6     -9    0     1     0     1     0 0 0 0 0 0 2.367829
 0     -2    6     -9    0     1     0     1     0 0 0 0 0 0 2.263710
 0     -2    6     -9    0     1     0     1     0 0 0 0 0 0 2.157620
 8     29    -3    2     3     3     5     5     0 0 0 0 0 0 2.050249
 -3    -32   -1    3     1     0     -3    -1    0 0 0 0 0 0 1.942645
 0     11    20    11    3     -1    -2    -1    0 0 0 0 0 0 1.836614
 0     11    20    11    3     -1    -2    -1    0 0 0 0 0 0 1.734336
 -5    -12   -12   3     -4    -7    -5    -3    0 0 0 0 0 0 1.637580
 -5    -12   -12   3     -4    -7    -5    -3    0 0 0 0 0 0 1.547045
 -3    7     5     -13   -7    -2    0     -1    0 0 0 0 0 0 1.462372
 -10   -34   -20   0     -5    -6    -7    -6    0 0 0 0 0 0 1.382851
 1     21    2     0     1     0     0     0     0 0 0 0 0 0 1.308267
 1     21    2     0     1     0     0     0     0 0 0 0 0 0 1.239118
 -2    -24   -3    -3    1     0     -2    -1    0 0 0 0 0 0 1.176303
 -3    4     3     2     -4    3     0     0     0 0 0 0 0 0 1.120787
 -3    4     3     2     -4    3     0     0     0 0 0 0 0 0 1.073186
 3     -15   6     7     5     5     4     1     0 0 0 0 0 0 1.033521
 3     -15   6     7     5     5     4     1     0 0 0 0 0 0 1.001380
 -9    -8    -14   -11   -8    -8    -7    -6    0 0 0 0 0 0 0.976170
 -9    -8    -14   -11   -8    -8    -7    -6    0 0 0 0 0 0 0.957323
 4     -20   -9    0     4     5     5     5     0 0 0 0 0 0 0.944480
 4     -20   -9    0     4     5     5     5     0 0 0 0 0 0 0.937604
 -1    -10   -5    -4    1     -2    -1    -1    0 0 0 0 0 0 0.936947
 -1    -10   -5    -4    1     -2    -1    -1    0 0 0 0 0 0 0.942939
 1     -10   -4    -2    -3    1     0     1     0 0 0 0 0 0 0.955984
 -7    -19   22    0     5     1     0     -2    0 0 0 0 0 0 0.976183
 4     27    -1    11    2     0     1     1     0 0 0 0 0 0 1.003274
 4     27    -1    11    2     0     1     1     0 0 0 0 0 0 1.037020
 4     27    -1    11    2     0     1     1     0 0 0 0 0 0 1.077552
 -2    12    -8    -9    -10   -1    -1    -1    0 0 0 0 0 0 1.125633
 5     8     -3    11    5     2     4     4     0 0 0 0 0 0 1.182314
 -2    8     2     -5    -5    -4    -2    -1    0 0 0 0 0 0 1.248405
 -2    8     2     -5    -5    -4    -2    -1    0 0 0 0 0 0 1.324137
 -2    -18   -6    0     1     1     -2    -2    0 0 0 0 0 0 1.409080
 -2    -18   -6    0     1     1     -2    -2    0 0 0 0 0 0 1.502457
 23    33    14    4     4     4     5     7     0 0 0 0 0 0 1.603590
 23    33    14    4     4     4     5     7     0 0 0 0 0 0 1.712359
 0     4     -11   -6    -3    -1    -1    -1    0 0 0 0 0 0 1.829154
 4     26    -6    -6    -2    -3    -2    -1    0 0 0 0 0 0 1.954469
 -2    -9    -17   -8    -5    -6    -5    -4    0 0 0 0 0 0 2.088360
 -2    -9    -17   -8    -5    -6    -5    -4    0 0 0 0 0 0 2.229938
 -2    -9    -17   -8    -5    -6    -5    -4    0 0 0 0 0 0 2.377258
 -4    -5    -22   -26   -5    0     3     3     0 0 0 0 0 0 2.527623
 1     0     12    0     -1    -3    0     -2    0 0 0 0 0 0 2.677908
 2     4     8     19    7     5     2     2     0 0 0 0 0 0 2.824818
 2     4     8     19    7     5     2     2     0 0 0 0 0 0 2.965130
 -1    -2    -4    -3    10    7     5     2     0 0 0 0 0 0 3.096079
 -1    -2    -4    -3    10    7     5     2     0 0 0 0 0 0 3.215549
 -3    -17   -7    -5    -4    -2    -2    -4    0 0 0 0 0 0 3.322188
 -3    -17   -7    -5    -4    -2    -2    -4    0 0 0 0 0 0 3.415597
 -2    2     -3    13    5     1     1     2     0 0 0 0 0 0 3.496193
 -7    -10   6     -4    -8    -5    -5    -3    0 0 0 0 0 0 3.564909
 -3    8     10    3     -1    -3    -3    -2    0 0 0 0 0 0 3.622842
 -3    8     10    3     -1    -3    -3    -2    0 0 0 0 0 0 3.670823
 -3    8     10    3     -1    -3    -3    -2    0 0 0 0 0 0 3.709212
 3     -2    18    10    2     -1    1     2     0 0 0 0 0 0 3.737894
 3     4     -1    -11   -3    -2    -2    -3    0 0 0 0 0 0 3.756421
 -3    16    -16   2     0     1     -2    -1    0 0 0 0 0 0 3.764188
 -3    16    -16   2     0     1     -2    -1    0 0 0 0 0 0 3.760597
 0     12    12    15    10    3     1     0     0 0 0 0 0 0 3.745382
 0     12    12    15    10    3     1     0     0 0 0 0 0 0 3.718429
 -2    -21   -14   -7    -5    0     0     -1    0 0 0 0 0 0 3.679704
 -2    -21   -14   -7    -5    0     0     -1    0 0 0 0 0 0 3.629321
 -2    -21   -14   -7    -5    0     0     -1    0 0 0 0 0 0 3.567532
 -16   -6    -4    -8    -1    -2    -3    -5    0 0 0 0 0 0 3.495035
 1     -1    -7    -6    -1    0     2     3     0 0 0 0 0 0 3.412907
 1     -1    -7    -6    -1    0     2     3     0 0 0 0 0 0 3.322250
 1     -1    -7    -6    -1    0     2     3     0 0 0 0 0 0 3.224051
 3     1     9     7     1     -3    -2    -1    0 0 0 0 0 0 3.118956
 3     1     9     7     1     -3    -2    -1    0 0 0 0 0 0 3.007256
 1     -5    -1    -10   -9    1     1     0     0 0 0 0 0 0 2.889055
 1     -5    -1    -10   -9    1     1     0     0 0 0 0 0 0 2.764348
 16    0     -20   5     4     -1    -3    -1    0 0 0 0 0 0 2.633263
 16    0     -20   5     4     -1    -3    -1    0 0 0 0 0 0 2.495939
 8     18    -5    7     1     1     0     1     0 0 0 0 0 0 2.352448
 8     18    -5    7     1     1     0     1     0 0 0 0 0 0 2.203029
 8     18    -5    7     1     1     0     1     0 0 0 0 0 0 2.048540
 -6    -29   -1    -2    0     -1    -1    -1    0 0 0 0 0 0 1.890951
 -4    14    16    4     -1    0     0     -1    0 0 0 0 0 0 1.733309
 -4    14    16    4     -1    0     0     -1    0 0 0 0 0 0 1.578991
 -4    14    16    4     -1    0     0     -1    0 0 0 0 0 0 1.430699
 -7    -14   -2    -15   -15   -8    -5    -4    0 0 0 0 0 0 1.289923
 -7    -14   -2    -15   -15   -8    -5    -4    0 0 0 0 0 0 1.157310
 3     11    10    9     7     5     4     3     0 0 0 0 0 0 1.033224
 3     11    10    9     7     5     4     3     0 0 0 0 0 0 0.918210
 -6    -10   1     -1    1     -1    -1    -1    0 0 0 0 0 0 0.812980
 -6    -10   1     -1    1     -1    -1    -1    0 0 0 0 0 0 0.718005
 4     -16   -12   7     6     1     2     1     0 0 0 0 0 0 0.633364
 4     -16   -12   7     6     1     2     1     0 0 0 0 0 0 0.558705
 4     -16   -12   7     6     1     2     1     0 0 0 0 0 0 0.493428
 1     19    0     7     8     4     3     2     0 0 0 0 0 0 0.436810
 0     31    -9    -10   -4    -1    -1    -1    0 0 0 0 0 0 0.388217
 -2    -19   -2    -4    -6    -8    -7    -5    0 0 0 0 0 0 0.347333
 -2    -19   -2    -4    -6    -8    -7    -5    0 0 0 0 0 0 0.314462
 -6    7     -3    -1    -3    -4    -5    -3    0 0 0 0 0 0 0.290486
 -6    7     -3    -1    -3    -4    -5    -3    0 0 0 0 0 0 0.276674
 5     32    22    9     6     8     8     7     0 0 0 0 0 0 0.274361
 5     32    22    9     6     8     8     7     0 0 0 0 0 0 0.284746
 0     8     8     -7    -3    -1    0     0     0 0 0 0 0 0 0.308991
 0     8     8     -7    -3    -1    0     0     0 0 0 0 0 0 0.347846
 -7    -11   -2    6     0     -2    -4    -4    0 0 0 0 0 0 0.401496
 -7    -11   -2    6     0     -2    -4    -4    0 0 0 0 0 0 0.469601
 -7    -11   -2    6     0     -2    -4    -4    0 0 0 0 0 0 0.551494
 -1    1     -3    -20   -6    -1    -1    0     0 0 0 0 0 0 0.646651
 10    18    8     8     2     1     -2    -1    0 0 0 0 0 0 0.754635
 10    18    8     8     2     1     -2    -1    0 0 0 0 0 0 0.874841
 10    18    8     8     2     1     -2    -1    0 0 0 0 0 0 1.006196
 11    7     -1    8     0     1     4     3     0 0 0 0 0 0 1.147111
 11    7     -1    8     0     1     4     3     0 0 0 0 0 0 1.295838
 -7    -9    -1    -3    -5    -6    -6    -5    0 0 0 0 0 0 1.450688
 -7    -9    -1    -3    -5    -6    -6    -5    0 0 0 0 0 0 1.610304
 -3    -17   -23   -6    -4    -1    1     0     0 0 0 0 0 0 1.773510
 -3    -17   -23   -6    -4    -1    1     0     0 0 0 0 0 0 1.938932
 -12   2     11    -4    -12   -4    -2    -3    0 0 0 0 0 0 2.104652
 -12   2     11    -4    -12   -4    -2    -3    0 0 0 0 0 0 2.267745
 -12   2     11    -4    -12   -4    -2    -3    0 0 0 0 0 0 2.424665
 1     -12   7     7     7     5     1     3     0 0 0 0 0 0 2.572071
 -5    23    24    -29   -9    -4    -4    -3    0 0 0 0 0 0 2.707462
 -5    23    24    -29   -9    -4    -4    -3    0 0 0 0 0 0 2.829697
 -5    23    24    -29   -9    -4    -4    -3    0 0 0 0 0 0 2.938838
 2     -16   -9    0     -2    2     1     2     0 0 0 0 0 0 3.035593
 2     -16   -9    0     -2    2     1     2     0 0 0 0 0 0 3.121013
 0     -6    -12   2     4     0     -2    -2    0 0 0 0 0 0 3.196132
 0     -6    -12   2     4     0     -2    -2    0 0 0 0 0 0 3.261660
 -5    -13   -1    9     6     4     5     6     0 0 0 0 0 0 3.317961
 -2    -19   -33   -16   -5    -4    -3    -2    0 0 0 0 0 0 3.365167
 -2    4     8     -14   -11   -3    -3    -4    0 0 0 0 0 0 3.403258
 -2    4     8     -14   -11   -3    -3    -4    0 0 0 0 0 0 3.432209
 -2    4     8     -14   -11   -3    -3    -4    0 0 0 0 0 0 3.451731
 4     -18   -13   16    9     3     3     4     0 0 0 0 0 0 3.461506
 -3    -12   7     -8    -11   -8    -5    -5    0 0 0 0 0 0 3.461404
 2     4     1     12    8     3     4     4     0 0 0 0 0 0 3.451667
 2     4     1     12    8     3     4     4     0 0 0 0 0 0 3.433222
 2     3     -6    12    3     -3    -5    -5    0 0 0 0 0 0 3.407297
 2     3     -6    12    3     -3    -5    -5    0 0 0 0 0 0 3.375175
 -1    -3    3     2     -1    0     0     0     0 0 0 0 0 0 3.337914
 -2    -10   -3    -6    -1    1     0     0     0 0 0 0 0 0 3.296256
 -4    -12   -3    1     4     0     0     -1    0 0 0 0 0 0 3.250635
 -2    -21   -8    6     6     1     1     -1    0 0 0 0 0 0 3.201312
 2     29    -1    -1    1     3     3     3     0 0 0 0 0 0 3.148794
 -6    27    20    4     -5    -5    -4    -2    0 0 0 0 0 0 3.094297
 -6    27    20    4     -5    -5    -4    -2    0 0 0 0 0 0 3.039631
 -5    -19   -21   -14   -8    -2    -2    -3    0 0 0 0 0 0 2.986886
 -5    -19   -21   -14   -8    -2    -2    -3    0 0 0 0 0 0 2.937654
 2     -36   -1    15    7     1     0     1     0 0 0 0 0 0 2.892797
 2     -36   -1    15    7     1     0     1     0 0 0 0 0 0 2.853061
 -3    10    4     -6    -6    -3    -4    -5    0 0 0 0 0 0 2.819634
 -3    10    4     -6    -6    -3    -4    -5    0 0 0 0 0 0 2.794408
 -3    10    4     -6    -6    -3    -4    -5    0 0 0 0 0 0 2.779380
 -6    0     6     6     -2    -4    -1    -2    0 0 0 0 0 0 2.775912
 0     2     -11   -15   -9    0     -2    -2    0 0 0 0 0 0 2.784056
 -3    -3    -5    0     -1    0     -1    0     0 0 0 0 0 0 2.802470
 -3    -3    -5    0     -1    0     -1    0     0 0 0 0 0 0 2.828847
 1     9     11    2     -3    0     -2    0     0 0 0 0 0 0 2.860239
 1     9     11    2     -3    0     -2    0     0 0 0 0 0 0 2.893550
 2     11    3     -2    2     0     1     0     0 0 0 0 0 0 2.926002
 -3    3     6     2     -3    -4    -4    -2    0 0 0 0 0 0 2.955350
 0     10    3     2     2     0     1     2     0 0 0 0 0 0 2.979935
 0     10    3     2     2     0     1     2     0 0 0 0 0 0 2.998737
 -2    -33   14    3     1     -3    0     -3    0 0 0 0 0 0 3.011479
 -2    -33   14    3     1     -3    0     -3    0 0 0 0 0 0 3.018877
 7     33    5     -1    4     3     2     -1    0 0 0 0 0 0 3.022737
 7     33    5     -1    4     3     2     -1    0 0 0 0 0 0 3.025690
 7     33    5     -1    4     3     2     -1    0 0 0 0 0 0 3.030832
 1     14    5     -9    -4    -1    -1    -1    0 0 0 0 0 0 3.041142
 2     -25   -15   -2    1     -1    -2    2     0 0 0 0 0 0 3.058814
 2     -25   -15   -2    1     -1    -2    2     0 0 0 0 0 0 3.085001
 2     -25   -15   -2    1     -1    -2    2     0 0 0 0 0 0 3.119867
 2     -7    -32   -10   -2    2     0     2     0 0 0 0 0 0 3.162568
 2     -7    -32   -10   -2    2     0     2     0 0 0 0 0 0 3.211191
 1     13    16    8     2     2     6     0     0 0 0 0 0 0 3.262762
 1     13    16    8     2     2     6     0     0 0 0 0 0 0 3.313419
 1     1     -12   -8    -9    -5    -4    -2    0 0 0 0 0 0 3.359057
 1     1     -12   -8    -9    -5    -4    -2    0 0 0 0 0 0 3.396067
 1     -5    -1    -8    2     1     1     3     0 0 0 0 0 0 3.421732
 1     -5    -1    -8    2     1     1     3     0 0 0 0 0 0 3.434489
 1     -5    -1    -8    2     1     1     3     0 0 0 0 0 0 3.433773
 -4    2     -4    -9    -8    -1    0     1     0 0 0 0 0 0 3.419930
 -2    5     1     5     5     -1    -4    -3    0 0 0 0 0 0 3.393967
 -2    5     1     5     5     -1    -4    -3    0 0 0 0 0 0 3.357157
 2     8     -5    0     -7    0     -1    0     0 0 0 0 0 0 3.310738
 -8    1     8     -3    -5    -3    -4    -4    0 0 0 0 0 0 3.255779
 -8    1     8     -3    -5    -3    -4    -4    0 0 0 0 0 0 3.193180
 -4    -4    -7    -1    -3    -6    -3    -4    0 0 0 0 0 0 3.123547
 -4    -4    -7    -1    -3    -6    -3    -4    0 0 0 0 0 0 3.047382
 4     -36   -22   -10   -6    -4    0     2     0 0 0 0 0 0 2.965248
 4     -36   -22   -10   -6    -4    0     2     0 0 0 0 0 0 2.878177
 0     18    12    12    8     4     -1    -1    0 0 0 0 0 0 2.787944
 0     18    12    12    8     4     -1    -1    0 0 0 0 0 0 2.696460
 0     18    12    12    8     4     -1    -1    0 0 0 0 0 0 2.605377
 -11   0     2     -3    -3    0     -3    -3    0 0 0 0 0 0 2.515783
 2     7     15    1     4     3     2     1     0 0 0 0 0 0 2.427952
 2     7     15    1     4     3     2     1     0 0 0 0 0 0 2.341546
 2     7     15    1     4     3     2     1     0 0 0 0 0 0 2.255877
 5     3     -4    0     2     5     6     4     0 0 0 0 0 0 2.169809
 5     3     -4    0     2     5     6     4     0 0 0 0 0 0 2.082208
 -4    -2    -9    -9    -4    -1    -2    -4    0 0 0 0 0 0 1.992420
 -4    -2    -9    -9    -4    -1    -2    -4    0 0 0 0 0 0 1.900459
 -4    -2    -9    -9    -4    -1    -2    -4    0 0 0 0 0 0 1.807021
 0     -6    3     8     2     -2    -1    -1    0 0 0 0 0 0 1.713076
 -5    -19   -7    3     0     -5    -4    -4    0 0 0 0 0 0 1.619740
 -5    -19   -7    3     0     -5    -4    -4    0 0 0 0 0 0 1.528332
 -5    -19   -7    3     0     -5    -4    -4    0 0 0 0 0 0 1.440625
 -2    4     2     0     -3    -15   -9    -2    0 0 0 0 0 0 1.358823
 -5    -29   -14   -4    -7    -6    -9    -9    0 0 0 0 0 0 1.285201
 -5    -29   -14   -4    -7    -6    -9    -9    0 0 0 0 0 0 1.221970
 -5    -29   -14   -4    -7    -6    -9    -9    0 0 0 0 0 0 1.171357
 1     22    4     -3    -5    3     4     4     0 0 0 0 0 0 1.135671
 1     22    4     -3    -5    3     4     4     0 0 0 0 0 0 1.117164
 0     -11   -7    -5    1     3     -1    1     0 0 0 0 0 0 1.117511
 0     -11   -7    -5    1     3     -1    1     0 0 0 0 0 0 1.137156
 5     12    4     -5    0     -8    0     -1    0 0 0 0 0 0 1.175127
 5     12    4     -5    0     -8    0     -1    0 0 0 0 0 0 1.229380
 -2    7     -12   12    6     3     -2    -3    0 0 0 0 0 0 1.297342
 -2    7     -12   12    6     3     -2    -3    0 0 0 0 0 0 1.376375
 -2    7     -12   12    6     3     -2    -3    0 0 0 0 0 0 1.463965
 -3    18    12    -1    -1    -1    -6    -2    0 0 0 0 0 0 1.557785
 -2    0     1     6     1     0     -3    -2    0 0 0 0 0 0 1.655704
 -2    0     1     6     1     0     -3    -2    0 0 0 0 0 0 1.755789
 -2    0     1     6     1     0     -3    -2    0 0 0 0 0 0 1.856251
 -15   -8    1     -4    -3    3     0     -1    0 0 0 0 0 0 1.955516
 -15   -8    1     -4    -3    3     0     -1    0 0 0 0 0 0 2.052214
 11    57    44    9     4     4     2     2     0 0 0 0 0 0 2.145372
 11    57    44    9     4     4     2     2     0 0 0 0 0 0 2.234893
 -5    -24   -12   -2    0     -4    -3    -1    0 0 0 0 0 0 2.321737
 6     -8    0     3     5     8     8     5     0 0 0 0 0 0 2.407296
 -4    -5    -6    -12   -4    -10   0     1     0 0 0 0 0 0 2.492810
 -4    -5    -6    -12   -4    -10   0     1     0 0 0 0 0 0 2.578887
 -4    -5    -6    -12   -4    -10   0     1     0 0 0 0 0 0 2.665099
 0     -14   -9    -7    -1    0     2     0     0 0 0 0 0 0 2.750304
 2     42    45    6     1     7     1     1     0 0 0 0 0 0 2.833152
 2     0     -25   -6    -3    0     1     0     0 0 0 0 0 0 2.912196
 2     0     -25   -6    -3    0     1     0     0 0 0 0 0 0 2.985528
 -4    -4    -2    2     -6    2     -4    -1    0 0 0 0 0 0 3.050321
 -4    -4    -2    2     -6    2     -4    -1    0 0 0 0 0 0 3.103242
 3     -4    -6    5     4     2     0     -1    0 0 0 0 0 0 3.140971
 5     -7    -2    10    10    5     6     5     0 0 0 0 0 0 3.161150
 -1    -10   0     0     -2    -3    -4    -3    0 0 0 0 0 0 3.163233
 -1    -10   0     0     -2    -3    -4    -3    0 0 0 0 0 0 3.148127
 5     -6    -22   -1    2     10    5     3     0 0 0 0 0 0 3.117736
 5     -6    -22   -1    2     10    5     3     0 0 0 0 0 0 3.074051
 5     -6    -22   -1    2     10    5     3     0 0 0 0 0 0 3.018561
 -11   7     11    8     5     4     1     1     0 0 0 0 0 0 2.951803
 10    20    6     -2    -1    2     3     3     0 0 0 0 0 0 2.873609
 0     -23   -8    -9    -3    -6    -3    -3    0 0 0 0 0 0 2.784076
 -1    -6    -9    3     7     8     3     2     0 0 0 0 0 0 2.684275
 -2    14    17    -8    -10   -6    -7    -4    0 0 0 0 0 0 2.576318
 -2    14    17    -8    -10   -6    -7    -4    0 0 0 0 0 0 2.462716
 3     -16   6     -2    0     2     0     -2    0 0 0 0 0 0 2.345806
 -2    -14   -3    -4    -4    2     -3    -2    0 0 0 0 0 0 2.227515
 1     2     4     10    2     8     -4    0     0 0 0 0 0 0 2.109465
