EMG1  EMG2  EMG3  EMG4  EMG5  EMG6  EMG7  EMG8   ActualForce  EstimatedForce
 1     3     1     4     2     4     2     1    -14.13  -25.635172
 -3    -2    10    5     2     -1    -1    0    -13.23  -25.479319
 -2    -2    -10   -15   -1    -5    0     -2   -12.55  -25.306932
 0     -2    1     2     -12   -4    -1    1    -11.88  -25.115065
 -1    2     1     4     8     4     1     -1   -11.07  -24.901178
 -1    2     1     4     8     4     1     -1   -10.30  -24.663429
 1     1     -5    -6    2     -1    -3    -3   -9.58  -24.400152
 0     0     20    8     6     6     3     3    -8.89  -24.109049
 -2    1     -6    -1    -7    -5    -3    -2   -8.37  -23.786821
 0     0     -4    -4    3     4     2     0    -7.83  -23.430285
 0     0     -4    -4    3     4     2     0    -7.08  -23.037149
 0     1     -5    1     7     1     1     0    -6.51  -22.605515
 -2    -5    21    -3    -12   -6    -4    -3   -6.04  -22.132862
 -2    -11   -15   8     -6    -1    -2    0    -5.44  -21.615622
 -2    6     9     -11   -5    -4    -4    -2   -4.80  -21.049761
 -2    6     9     -11   -5    -4    -4    -2   -3.92  -20.432741
 0     2     -6    0     7     0     -1    -2   -3.65  -19.763201
 -1    5     -1    -1    -1    -4    -4    -2   -3.21  -19.041193
 -2    -7    8     -1    -4    1     -2    1    -2.96  -18.268015
 -1    4     2     0     5     3     1     0    -2.82  -17.445551
 1     9     -12   6     11    0     -2    -1   -2.65  -16.576309
 -1    7     -14   3     -5    -4    -3    -3   -2.51  -15.662817
 -1    -4    2     15    12    2     0     -1   -2.15  -14.708239
 -1    -2    2     -4    -6    -1    0     0    -1.86  -13.717966
 -2    11    3     -8    -3    -2    1     -2   -1.94  -12.700075
 -2    11    3     -8    -3    -2    1     -2   -1.75  -11.663950
 2     2     -8    -1    3     2     2     1    -1.25  -10.620005
 2     2     -8    -1    3     2     2     1    -0.98  -9.579056
 1     -8    5     11    8     3     2     1    -0.96  -8.551558
 0     -2    9     -7    3     3     2     1    -0.89  -7.547771
 0     -2    9     -7    3     3     2     1    -0.82  -6.577017
 -3    -6    2     1     -7    -4    -3    -1   -0.69  -5.647393
 -3    -6    2     1     -7    -4    -3    -1   -0.47  -4.766632
 -4    -11   -16   -8    -12   -7    -3    -1   -0.30  -3.941162
 0     -6    6     0     -8    -4    1     -1   -0.18  -3.173988
 0     -6    6     0     -8    -4    1     -1   -0.06  -2.465295
 3     -7    9     5     6     6     1     2    -0.09  -1.814329
 3     -7    9     5     6     6     1     2    -0.23  -1.219031
 -3    -2    9     -2    -1    -1    -1    -3   -0.03  -0.676204
 -2    -2    -8    -3    -2    -2    1     -1   0.01  -0.182185
 1     5     -8    14    12    1     -2    0    -0.07  0.266904
 -2    -7    -2    -7    0     -2    -2    -1   -0.00  0.674559
 0     -1    2     -10   -6    -3    -2    0    0.11  1.043345
 2     0     10    19    8     4     1     2    0.03  1.375257
 -2    1     -1    -2    -2    -1    -2    -3   -0.09  1.672695
 -2    0     2     -2    -1    1     -1    -1   -0.10  1.937817
 -2    0     2     -2    -1    1     -1    -1   0.02  2.171927
 -1    -4    0     -4    -12   -7    -3    -2   0.09  2.375864
 -1    -4    0     -4    -12   -7    -3    -2   0.00  2.550168
 -1    1     1     0     1     -1    -1    0    -0.13  2.694964
 1     1     6     3     3     2     1     2    -0.11  2.810779
 1     1     6     3     3     2     1     2    -0.16  2.899290
 -2    -2    -3    -5    -4    0     0     -2   -0.07  2.962933
 -2    -2    -3    -5    -4    0     0     -2   -0.11  3.003648
 -5    -3    -7    -8    -9    -5    -5    -4   -0.16  3.022789
 3     4     -6    -1    4     3     4     3    -0.12  3.021447
 3     4     -6    -1    4     3     4     3    -0.12  3.000533
 2     2     -1    0     4     2     0     1    -0.26  2.960326
 2     2     -1    0     4     2     0     1    -0.23  2.901067
 -1    -5    0     1     2     0     1     -4   -0.18  2.822709
 -1    -5    0     1     2     0     1     -4   -0.28  2.725186
 -3    -1    -3    -1    3     -1    0     -4   -0.52  2.608262
 -4    -3    -3    -3    -7    -7    -1    -3   -0.40  2.472018
 -4    -3    -3    -3    -7    -7    -1    -3   -0.24  2.317192
 -1    -1    2     0     -1    -5    -2    0    -0.22  2.144788
 -1    -1    -7    0     -3    0     -2    0    -0.45  1.956033
 -4    -4    -8    -7    -5    -1    -2    -2   -0.60  1.752981
 -1    1     2     0     0     4     2     -2   -0.95  1.538229
 -1    1     2     0     0     4     2     -2   -1.19  1.313590
 1     1     3     1     1     0     -2    0    -1.51  1.079894
 -2    0     -9    0     -5    -5    0     -1   -1.79  0.838497
 -2    0     -9    0     -5    -5    0     -1   -1.86  0.592372
 -5    -7    -3    -9    -6    -4    0     -5   -2.02  0.345338
 8     -2    -1    -2    -4    2     0     2    -2.19  0.100059
 -4    0     15    6     8     3     -1    2    -2.16  -0.141712
 7     1     -26   -2    0     6     1     2    -2.45  -0.376404
 -6    0     14    3     -3    -2    -3    -2   -2.92  -0.597502
